set_no,name,theme_group,theme,subtheme,year,dimensions,weight,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
7221-1,Robots,Model making,Creator,Designer Set,2003,,,24,0,/inventories/7221-1,,,"New: $5, Used: $2",,,"Polybag, Mech, Robot, Multibuild",Normal,Polybag,"[US] Available in AMC movie theatres, 1/04. [DE] Part of Smarties sweets co-promotion September 2004."
7222-1,Flyers,Model making,Creator,Designer Set,2003,,,28,0,/inventories/7222-1,,,"New: $3, Used: $2",,,"Polybag, Aircraft, Helicopter, Microscale, Multibuild, Airplane",Normal,Polybag,[NL] One of twelve sets given away free in C1000 supermarkets.[DE] Part of Smarties sweets co-promotion September 2004.
7223-1,Wheelers,Model making,Creator,Designer Set,2003,,,36,0,/inventories/7223-1,,,"New: $2, Used: $3",,,"Polybag, Truck, Microscale, Car, Multibuild",Normal,Polybag,[FR} Given away free in a French supermarket when purchasing Designer Sets. [NL] One of twelve sets given away free in C1000 supermarkets.[DE] Part of Smarties sweets co-promotion September 2004.Included in 65451-1 
7224-1,Christmas,Model making,Creator,Seasonal,2003,,,34,0,/inventories/7224-1,,,"New: $4, Used: Not known",,,"Polybag, Christmas",Normal,Polybag,"Promotional release with Blockbuster stores in Hong Kong, 12/2003."
7409-1,Secret of the Tomb,Historical,Adventurers,Orient Expedition,2003,,,42,2,/inventories/7409-1,/minifigs/inset-7409-1,"£2.99, $4.00","New: $11, Used: $5",4.1,13,"Lord Sam Sinister, Himalayas",Normal,Box,
7410-1,Jungle River,Historical,Adventurers,Orient Expedition,2003,,,64,1,/inventories/7410-1,/minifigs/inset-7410-1,"£5.99, $8.00","New: $23, Used: $12",4.7,7,"Johnny Thunder, Boat, Crocodile, India",Normal,Box,
7411-1,Tygurah's Roar,Historical,Adventurers,Orient Expedition,2003,,,87,1,/inventories/7411-1,/minifigs/inset-7411-1,"£7.99, $10.00","New: $22, Used: $16",4.0,10,"Dr Kilroy, Baseplate, Snake, India",Normal,Box,
7412-1,Yeti's Hideout,Historical,Adventurers,Orient Expedition,2003,,,107,1,/inventories/7412-1,/minifigs/inset-7412-1,"£7.99, $10.00","New: $22, Used: $18",4.4,15,"Pippin Reed, Baseplate, Camera, Shrine, Cave, Asia, Himalayas",Normal,Box,
7413-1,Passage of Jun-Chi,Historical,Adventurers,Orient Expedition,2003,,,94,1,/inventories/7413-1,/minifigs/inset-7413-1,"£7.99, $10.00","New: $19, Used: $11",3.9,9,"Johnny Thunder, Baseplate, China, Asia",Normal,Box,
7414-1,Elephant Caravan,Historical,Adventurers,Orient Expedition,2003,,,86,3,/inventories/7414-1,/minifigs/inset-7414-1,"£14.99, $20.00","New: $93, Used: $46",4.3,11,"Babloo, Lord Sam Sinister, Pippin Reed, Car, Camera, Cart, Carriage, Elephant, Asia, India",Normal,Box,
7415-1,Aero Nomad,Historical,Adventurers,Orient Expedition,2003,,,120,2,/inventories/7415-1,/minifigs/inset-7415-1,"£14.99, $20.00","New: $50, Used: $28",4.4,5,"Dr Kilroy, Johnny Thunder, Aircraft, Himalayas",Normal,Box,
7416-1,Emperor's Ship,Historical,Adventurers,Orient Expedition,2003,,,177,3,/inventories/7416-1,/minifigs/inset-7416-1,"£14.99, $20.00","New: $43, Used: $34",4.1,8,"Dragon Fortress Guard, Lord Sam Sinister, Ship, Galleon, China, Asia",Normal,Box,
7417-1,Temple of Mount Everest,Historical,Adventurers,Orient Expedition,2003,,,292,4,/inventories/7417-1,/minifigs/inset-7417-1,"£24.99, $30.00","New: $83, Used: $50",4.2,12,"Johnny Thunder, Lord Sam Sinister, Ngan Pa, Sherpa Sangye Dorje, Aircraft, Baseplate, Temple, Biplane, Himalayas",Normal,Box,
7418-1,Scorpion Palace,Historical,Adventurers,Orient Expedition,2003,,,341,5,,/minifigs/inset-7418-1,"£39.99, $50.00","New: $153, Used: $95",4.3,12,"Dr Kilroy, Johnny Thunder, Lord Sam Sinister, Maharaja Lallu, Scorpion Palace Guard, Baseplate, Elephant, India",Normal,Box,
7418-2,Scorpion Palace and Foam Scimitar,Historical,Adventurers,Orient Expedition,2003,,,342,0,,,,"New: $168, Used: Not known",,,"Elephant, India",Normal,Box,
7419-1,Dragon Fortress,Historical,Adventurers,Orient Expedition,2003,,,732,9,/inventories/7419-1,/minifigs/inset-7419-1,"£69.99, $90.00","New: $320, Used: $154",4.6,25,"Dr Charles Lightning, Dragon Fortress Guard, Emperor Chang Wu, Jing Lee the Wanderer, Johnny Thunder, Lord Sam Sinister, Pippin Reed, Dragon, Camera, Catapult, China, Statue, Playmat, Asia, Throne, Fireworks",Normal,Box,
7420-1,Thunder Blazer,Historical,Adventurers,Orient Expedition,2003,,,69,1,/inventories/7420-1,/minifigs/inset-7420-1,"£5.99, $8.00","New: $22, Used: $10",4.2,10,"Johnny Thunder, Aircraft, China, Biplane",Normal,Box,
7422-1,Red Eagle,Historical,Adventurers,Orient Expedition,2003,,,33,1,/inventories/7422-1,/minifigs/inset-7422-1,"£1.99, $4.00","New: $10, Used: $6",3.8,6,"Johnny Thunder, Aircraft, Kabaya, India",Normal,Box,Packaged with Kabaya sweets in Japan. Also available from Shop At Home.Included in VPORIENT-1 
7423-1,Mountain Sleigh,Historical,Adventurers,Orient Expedition,2003,,,30,1,/inventories/7423-1,/minifigs/inset-7423-1,"£1.99, $4.00","New: $8, Used: $5",3.3,4,"Dr Kilroy, Polybag, Kabaya, Sled, Himalayas",Normal,Polybag,Packaged with Kabaya sweets in Japan. Also available from Shop At Home.Included in VPORIENT-1 
7424-1,Black Cruiser,Historical,Adventurers,Orient Expedition,2003,,,28,1,/inventories/7424-1,/minifigs/inset-7424-1,"£1.99, $4.00","New: $10, Used: $6",4.0,4,"Lord Sam Sinister, Car, Kabaya, China",Normal,Box,Packaged with Kabaya sweets in Japan. Also available from Shop At Home.Included in VPORIENT-1 
7435-1,Tiny's Day and Night Lever,Pre-school,Explore,Little Robots,2003,,,12,1,/inventories/7435-1,/minifigs/inset-7435-1,£4.99,"New: $19, Used: $16",,,"Robot, Cartoon, Bbc",Normal,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.Included in 65407-1 
7436-1,Sporty's Jumping Gym,Pre-school,Explore,Little Robots,2003,,,10,1,/inventories/7436-1,/minifigs/inset-7436-1,£9.99,"New: $20, Used: $9",,,"Robot, Cartoon, Sports, Bbc",Normal,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7437-1,Gardening with Stripy,Pre-school,Explore,Little Robots,2003,,,23,1,/inventories/7437-1,/minifigs/inset-7437-1,£14.99,"New: $65, Used: $45",,,"Robot, Cartoon, Garden, Bbc",Normal,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.Included in 65407-1 
7439-1,Stretchy's Junk Yard,Pre-school,Explore,Little Robots,2003,,,36,2,/inventories/7439-1,/minifigs/inset-7439-1,£19.99,"New: Not known, Used: $40",,,"Robot, Crane, Cartoon, Bbc",Normal,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7441-1,Tiny & Friends,Pre-school,Explore,Little Robots,2003,,,53,4,/inventories/7441-1,/minifigs/inset-7441-1,£29.99,"New: Not known, Used: $65",,,"Robot, Cartoon, Bbc",Normal,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7446-1,Tiny,Pre-school,Explore,Little Robots,2003,,,2,1,,/minifigs/inset-7446-1,£7.99,"New: $45, Used: Not known",,,"Robot, Bbc",Normal,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7449-1,Sporty,Pre-school,Explore,Little Robots,2003,,,2,1,,/minifigs/inset-7449-1,£19.99,"New: $100, Used: Not known",2.0,1review,"Robot, Sports, Skating, Bbc",Normal,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7450-1,Stretchy,Pre-school,Explore,Little Robots,2003,,,1,1,,/minifigs/inset-7450-1,£19.99,"New: $78, Used: Not known",,,"Robot, Bbc",Normal,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7455-1,Little Robots Tiny Plush,Miscellaneous,Gear,Plush,2003,,,,0,,,£9.99,"New: Not known, Used: Not known",,,,Gear,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7456-1,Little Robots Messy Plush,Miscellaneous,Gear,Plush,2003,,,,0,,,£9.99,"New: Not known, Used: Not known",,,,Gear,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7457-1,Little Robots Scary Plush,Miscellaneous,Gear,Plush,2003,,,,0,,,£9.99,"New: Not known, Used: Not known",,,,Gear,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7458-1,Little Robots Stripy Plush,Miscellaneous,Gear,Plush,2003,,,,0,,,£9.99,"New: Not known, Used: Not known",,,,Gear,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7459-1,Little Robots Tiny Plush Mini,Miscellaneous,Gear,Plush,2003,,,,0,,,£4.99,"New: Not known, Used: Not known",,,,Gear,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7460-1,Little Robots Messy Plush Mini,Miscellaneous,Gear,Plush,2003,,,,0,,,£4.99,"New: Not known, Used: Not known",,,,Gear,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7461-1,Little Robots Scary Plush Mini,Miscellaneous,Gear,Plush,2003,,,,0,,,£4.99,"New: Not known, Used: Not known",,,,Gear,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7462-1,Little Robots Stripy Plush Mini,Miscellaneous,Gear,Plush,2003,,,,0,,,£4.99,"New: Not known, Used: Not known",,,,Gear,,Limited release. Available to Shop At Home customers in countries where the Little Robots television programme is screened.
7467-1,International Space Station,Modern day,Discovery,,2003,,,162,0,/inventories/7467-1,,"£9.99, $15.00","New: $65, Used: $43",4.0,5,"Microscale, Space, Science, NASA",Normal,Box,
7468-1,Saturn V Moon Mission,Modern day,Discovery,,2003,,,178,0,/inventories/7468-1,,"£14.99, $20.00","New: $144, Used: $70",4.0,1review,"Space, Rocket, USA, NASA",Normal,Box,
7469-1,Mission To Mars,Modern day,Discovery,,2003,,,418,0,/inventories/7469-1,,"£24.99, $30.00","New: $92, Used: $47",4.8,4,"Space, Rocket, USA, NASA, Satellite, Mars",Normal,Box,
7470-1,Space Shuttle Discovery-STS-31,Modern day,Discovery,,2003,,,828,0,/inventories/7470-1,,"£49.99, $50.00"," New: $176, Used: $102",4.7,9,"Space, USA, NASA, Satellite",Normal,Box,
7471-1,Mars Exploration Rover,Modern day,Discovery,,2003,,,870,0,/inventories/7471-1,,"£69.99, $90.00","New: $148, Used: $108",4.4,5,"Space, NASA, Mars",Normal,Box,
7501-1,Bangle Minis,Girls,Clikits,,2003,,,32,0,/inventories/7501-1,,"£2.99, $4.00","New: $10, Used: Not known",,,,Normal,,
7502-1,Photo Minis,Girls,Clikits,,2003,,,30,0,,,"£2.99, $4.00","New: $8, Used: Not known",,,,Normal,,
7503-1,Memo Minis,Girls,Clikits,,2003,,,24,0,/inventories/7503-1,,"£2.99, $4.00","New: $3, Used: Not known",,,,Normal,,
7507-1,Jewels 'n' Rings,Girls,Clikits,,2003,,,78,0,/inventories/7507-1,,"£6.99, $7.00","New: Not known, Used: Not known",,,,Normal,,
7508-1,Jewels 'n' Bands,Girls,Clikits,,2003,,,78,0,/inventories/7508-1,,"£6.99, $7.00","New: Not known, Used: Not known",,,,Normal,,
7509-1,Cool Jewels 'n' Clips,Girls,Clikits,,2003,,,70,0,/inventories/7509-1,,"£6.99, $7.00","New: Not known, Used: Not known",,,,Normal,,
7510-1,Trendy Tote Hot Pink,Girls,Clikits,,2003,,,89,0,/inventories/7510-1,,"£12.99, $15.00","New: Not known, Used: Not known",,,,Normal,,
7511-1,Trendy Tote Tangerine,Girls,Clikits,,2003,,,94,0,/inventories/7511-1,,"£12.99, $15.00","New: $15, Used: Not known",,,,Normal,,
7512-1,Trendy Tote Sky Blue,Girls,Clikits,,2003,,,94,0,/inventories/7512-1,,"£12.99, $15.00","New: $12, Used: Not known",,,,Normal,,
7513-1,Ultimate Design Studio,Girls,Clikits,,2003,,,281,0,/inventories/7513-1,,"£29.99, $30.00","New: $83, Used: Not known",,,,Normal,,
7517-1,Cool Room Décor,Girls,Clikits,,2003,24 x 24 x 6 cm (9.4 x 9.4 x 2.4 in),0.29Kg (0.64 lb),131,0,/inventories/7517-1,,"£9.99, $10.00","New: Not known, Used: Not known",,,,Normal,,
7518-1,Cool Room Catchers,Girls,Clikits,,2003,,,111,0,/inventories/7518-1,,"£9.99, $10.00","New: Not known, Used: Not known",,,,Normal,,
7519-1,Cool Room Frames,Girls,Clikits,,2003,24 x 24 x 6 cm (9.4 x 9.4 x 2.4 in),0.3Kg (0.66 lb),111,0,/inventories/7519-1,,"£9.99, $10.00","New: Not known, Used: Not known",,,,Normal,,
7520-1,Pillow Décor 'N' More,Girls,Clikits,,2003,,,104,0,/inventories/7520-1,,"£19.99, $20.00","New: $33, Used: Not known",4.0,1review,,Normal,,
7521-1,Pretty Punch Activity Set,Girls,Clikits,,2003,,,30,0,/inventories/7521-1,,"£12.99, $20.00","New: Not known, Used: Not known",,,,Normal,,
7522-1,Let's Party Set,Girls,Clikits,,2003,,,63,0,/inventories/7522-1,,"£19.99, $20.00","New: $40, Used: Not known",,,,Normal,,
7836-1,Halloween,Model making,Creator,Seasonal,2003,,,200,0,/inventories/7836-1,,,"New: Not known, Used: Not known",,,"Spooky, Cat, Halloween, Seasonal",Normal,Bucket,Black bucket with orange lid.Similar to 7831-1 7832-1 
8350-1,Pro Stunt,Racing,Racers,Drome Racers,2003,,,30,0,/inventories/8350-1,,"£2.99, $4.00","New: $11, Used: $4",4.8,4,"Microscale, Racing",Normal,Box,
8353-1,Slammer Rhino,Racing,Racers,Drome Racers,2003,,,220,0,/inventories/8353-1,,"£14.99, $20.00","New: $21, Used: $11",5.0,1review,"Multibuild, Technic, Slammer",Normal,Box,
8354-1,Exo Force Bike,Racing,Racers,Drome Racers,2003,,,101,0,/inventories/8354-1,,"£7.99, $10.00","New: $16, Used: $5",4.0,2,"Motorcycle, Technic",Normal,Box,Included in 65456-1 
8355-1,H.O.T. Blaster Bike,Racing,Racers,Drome Racers,2003,,,88,0,/inventories/8355-1,,"£7.99, $10.00","New: $18, Used: $6",4.0,1review,"Motorcycle, Technic",Normal,Box,Included in 65456-1 
8356-1,Jungle Monster,Racing,Racers,Drome Racers,2003,,,116,1,/inventories/8356-1,/minifigs/inset-8356-1,"£9.99, $15.00","New: $11, Used: $14",4.5,2,"Multibuild, Racing, 4X4, Technic",Normal,Box,
8357-1,Zonic Strike,Racing,Racers,Drome Racers,2003,,,107,1,/inventories/8357-1,/minifigs/inset-8357-1,"£9.99, $15.00","New: Not known, Used: $6",5.0,1review,"Multibuild, Racing, Technic",Normal,Box,
8358-1,Off-Roader,Racing,Racers,Drome Racers,2003,,,26,0,/inventories/8358-1,,"£2.99, $4.00","New: $16, Used: $4",3.5,2,"Microscale, Racing, 4X4",Normal,Box,
8359-1,Desert Racer,Racing,Racers,Drome Racers,2003,,,27,0,/inventories/8359-1,,"£2.99, $4.00","New: $5, Used: $3",3.3,3,"Microscale, Racing",Normal,Box,
8360-1,Track Racer,Racing,Racers,Drome Racers,2003,,,24,0,/inventories/8360-1,,"£2.99, $4.00","New: $11, Used: $3",3.5,2,"Microscale, Racing",Normal,Box,
8363-1,Baja Desert Racers,Racing,Racers,Drome Racers,2003,,,322,0,/inventories/8363-1,,"£29.99, $40.00","New: $38, Used: $39",,,"Truck, Multibuild, Racing, Technic",Normal,Box,
8364-1,Multi-Challenge Race Track,Racing,Racers,Drome Racers,2003,,,623,0,/inventories/8364-1,,"£69.99, $89.99","New: $160, Used: $88",4.0,3,"Microscale, Electric, Multibuild, Racing",Normal,Box,
8365-1,Tuneable Racer,Racing,Racers,Drome Racers,2003,,,196,0,/inventories/8365-1,,"£59.99, $70.00","New: $32, Used: $51",,,"Electric, Multibuild, Racing, Dragster, Technic",Normal,Box,
8366-1,Supersonic RC,Racing,Racers,Drome Racers,2003,,,429,0,/inventories/8366-1,,"£79.99, $130.00","New: $393, Used: $238",5.0,3,"Electric, Racing, Technic",Normal,Box,
8370-1,Nitro Stunt Bike,Racing,Racers,Drome Racers,2003,,,92,0,/inventories/8370-1,,"£7.99, $10.00","New: $27, Used: $10",4.0,3,"Motorcycle, Racing, Technic",Normal,Box,
8371-1,Extreme Power Bike,Racing,Racers,Drome Racers,2003,,,98,0,/inventories/8371-1,,"£7.99, $10.00","New: $17, Used: $5",4.0,2,"Motorcycle, Racing, Technic",Normal,Box,
8374-1,Williams F1 Team Racer,Racing,Racers,Williams F1,2003,,,98,1,/inventories/8374-1,/minifigs/inset-8374-1,"£9.99, $13.00"," New: $82, Used: $28",4.2,5,Racing,Normal,Box,1:27 scale.
8376-1,Hot Flame RC Car,Racing,Racers,Drome Racers,2003,,,257,0,/inventories/8376-1,,$80.00,"New: $150, Used: $230",3.0,1review,"Electric, Multibuild, Racing, Technic",Normal,Box,Available in the US and Canada from RadioShack stores.
8438-1,Pneumatic Crane Truck,Technical,Technic,,2003,,,848,0,/inventories/8438-1,,$85.00,"New: Not known, Used: $85",4.7,3,"Crane, Construction, Pneumatic",Normal,Box,Re-release of set 8431 from 2002 and 8460 from 1995.Re-released version of 8431-1 8460-1 
8441-1,Fork-Lift Truck,Technical,Technic,,2003,,,70,0,/inventories/8441-1,,"£4.99, $6.00","New: $16, Used: $4",4.8,4,"Microscale, Forklift",Normal,Box,
8451-1,Dump Truck,Technical,Technic,,2003,,,183,0,/inventories/8451-1,,"£14.99, $20.00","New: $40, Used: $15",4.5,2,"Microscale, Construction",Normal,Box,
8453-1,Front-End Loader,Technical,Technic,,2003,,,214,0,/inventories/8453-1,,"£14.99, $20.00","New: $35, Used: $22",3.8,5,Construction,Normal,Box,
8454-1,Rescue Truck,Technical,Technic,,2003,,,639,0,/inventories/8454-1,,"£49.99, $70.00","New: $147, Used: $57",4.8,4,"8 Wheel Vehicle, Fire Truck",Normal,Box,
8455-1,Back-Hoe,Technical,Technic,,2003,,,704,0,/inventories/8455-1,,"£69.99, $100.00","New: $239, Used: $151",4.7,22,"Construction, Pneumatic, Backhoe, Bulldozer",Normal,Box,
8573-1,Nuhvok-Kal,Constraction,Bionicle,Bohrok-Kal,2003,,,41,0,/inventories/8573-1,,"£4.99, $8.00","New: $27, Used: $8",4.3,6,"Earth, Krana, Swarm",Normal,,
8574-1,Tahnok-Kal,Constraction,Bionicle,Bohrok-Kal,2003,,,41,0,/inventories/8574-1,,"£4.99, $8.00","New: $55, Used: $9",4.5,6,"Fire, Krana, Swarm",Normal,,
8575-1,Kohrak-Kal,Constraction,Bionicle,Bohrok-Kal,2003,,,41,0,/inventories/8575-1,,"£4.99, $8.00","New: $64, Used: $7",4.2,6,"Ice, Krana, Swarm",Normal,,
8576-1,Lehvak-Kal,Constraction,Bionicle,Bohrok-Kal,2003,,,41,0,/inventories/8576-1,,"£4.99, $8.00","New: $34, Used: $9",4.3,4,"Air, Krana, Swarm",Normal,,
8577-1,Pahrak-Kal,Constraction,Bionicle,Bohrok-Kal,2003,,,41,0,/inventories/8577-1,,"£4.99, $8.00","New: $13, Used: $7",4.4,5,"Stone, Krana, Swarm",Normal,,
8578-1,Gahlok-Kal,Constraction,Bionicle,Bohrok-Kal,2003,,,41,0,/inventories/8578-1,,"£4.99, $8.00","New: $43, Used: $8",4.0,6,"Water, Krana, Swarm",Normal,,Included in 65418-1 
8580-1,Kraata,Constraction,Bionicle,Accessories,2003,,,3,0,/inventories/8580-1,,"£1.49, $2.00","New: $8, Used: $5",4.5,4,Kraata,Normal,,Each set contains three randomly selected kraata. There are 36 kraata to collect altogether.
8581-1,Kopeke,Constraction,Bionicle,Matoran,2003,,,25,0,/inventories/8581-1,,"£1.99, $4.00","New: $13, Used: $6",4.3,3,"Ice, Kanohi, Kolhii",Normal,,Included in 65295-1 
8582-1,Matoro,Constraction,Bionicle,Matoran,2003,,,25,0,/inventories/8582-1,,"£1.99, $4.00","New: $14, Used: $9",3.0,4,"Ice, Kanohi, Kolhii",Normal,,Included in 65295-1 
8583-1,Hahli,Constraction,Bionicle,Matoran,2003,,,25,0,/inventories/8583-1,,"£1.99, $4.00","New: $14, Used: $8",4.0,7,"Female, Kanohi, Water, Kolhii",Normal,,Included in 65296-1 
8584-1,Hewkii,Constraction,Bionicle,Matoran,2003,,,25,0,/inventories/8584-1,,"£1.99, $4.00","New: $13, Used: $7",4.3,3,"Kanohi, Stone, Kolhii",Normal,,Included in 65296-1 
8585-1,Hafu,Constraction,Bionicle,Matoran,2003,,,25,0,/inventories/8585-1,,"£1.99, $4.00","New: $14, Used: $6",4.3,4,"Kanohi, Stone, Kolhii",Normal,,Included in 65297-1 
8586-1,Macku,Constraction,Bionicle,Matoran,2003,,,25,0,/inventories/8586-1,,"£1.99, $4.00","New: $11, Used: $7",4.0,2,"Polybag, Female, Kabaya, Kanohi, Water, Kolhii",Normal,Polybag,Also a Kabaya promotional set.Included in 65297-1 
8587-1,Rahkshi Panrahk,Constraction,Bionicle,Rahkshi,2003,,,45,0,/inventories/8587-1,,"£5.99, $9.00","New: $37, Used: $4",4.3,4,Kraata,Normal,,
8588-1,Rahkshi Kurahk,Constraction,Bionicle,Rahkshi,2003,,,45,0,/inventories/8588-1,,"£5.99, $9.00","New: $30, Used: $5",4.6,5,Kraata,Normal,,Included in 65277-1 
8589-1,Rahkshi Lerahk,Constraction,Bionicle,Rahkshi,2003,,,45,0,/inventories/8589-1,,"£5.99, $9.00","New: $33, Used: $5",4.6,9,Kraata,Normal,,Included in 65277-1 
8590-1,Rahkshi Guurahk,Constraction,Bionicle,Rahkshi,2003,,,45,0,/inventories/8590-1,,"£5.99, $9.00","New: $31, Used: $5",4.2,6,Kraata,Normal,,
8591-1,Rahkshi Vorahk,Constraction,Bionicle,Rahkshi,2003,,,45,0,/inventories/8591-1,,"£5.99, $9.00","New: $28, Used: $5",3.9,7,Kraata,Normal,,
8592-1,Rahkshi Turahk,Constraction,Bionicle,Rahkshi,2003,,,45,0,/inventories/8592-1,,"£5.99, $9.00","New: $40, Used: $5",4.4,8,Kraata,Normal,,Included in 65277-1 
8593-1,Makuta,Constraction,Bionicle,Warriors,2003,24 x 28.8 x 7.2 cm (9.4 x 11.3 x 2.8 in),0.32Kg (0.7 lb),199,0,/inventories/8593-1,,"£14.99, $20.00","New: $139, Used: $31",4.7,10,"Titan, Kanohi, Makuta, Teridax",Normal,,Included in 10201-1 3287-1 65355-1 65418-1 
8594-1,Jaller and Gukko,Constraction,Bionicle,Warriors,2003,,,172,0,/inventories/8594-1,,"£14.99, $20.00","New: $66, Used: $38",4.5,2,"Fire, Bird, Kanohi, Rahi, Kolhii, Matoran",Normal,,
8595-1,Takua and Pewku,Constraction,Bionicle,Warriors,2003,,,221,0,/inventories/8595-1,,"£14.99, $20.00","New: $77, Used: $41",4.5,4,"Crab, Kanohi, Rahi, Kolhii, Matoran",Normal,,
8596-1,Takanuva,Constraction,Bionicle,Warriors,2003,28.8 x 28.8 x 7.2 cm (11.3 x 11.3 x 2.8 in),0.42Kg (0.93 lb),200,0,/inventories/8596-1,,"£19.99, $30.00","New: $105, Used: $39",4.4,11,"Toa, Kanohi",Normal,,Included in 10201-1 3287-1 
8599-1,Krana-Kal,Constraction,Bionicle,Accessories,2003,,,5,0,,,$2.00,"New: Not known, Used: Not known",5.0,1review,Krana,Normal,Box,Each box contains three randomly packaged Krana-Kal and two randomly packaged Kanohi Nuva. There are 48 Krana-Kal to collect plus 36 new Kanohi Nuva Masks of Power. Boxed version of 8600-1 
8600-1,Krana-Kal Bag,Constraction,Bionicle,Accessories,2003,,,5,0,,,£1.49,"New: $20, Used: Not known",,,"Polybag, Krana",Normal,Polybag,Each bag contains three randomly packaged Krana-Kal and two randomly packaged Kanohi Nuva. There are 48 Krana-Kal to collect plus 36 new Kanohi Nuva Masks of Power.Polybag version of 8599-1 
9017-1,Baby Discovery Set,Educational,Education,,2003,,,45,4,,/minifigs/inset-9017-1,£43.83,"New: Not known, Used: Not known",,,,Normal,,
9019-1,Baby Stack 'n' Learn Set,Educational,Education,,2003,,,69,4,,/minifigs/inset-9019-1,£41.00,"New: Not known, Used: Not known",,,,Normal,,Year of release yet to be confirmed.
9026-1,Baby Stack 'n' Learn Set,Educational,Education,,2003,,,91,4,,/minifigs/inset-9026-1,,"New: Not known, Used: Not known",,,,Normal,,Year of release yet to be confirmed.
9031-1,Vehicles Set,Educational,Education,,2003,,,30,5,,/minifigs/inset-9031-1,"£66.19, $91.00","New: $86, Used: Not known",,,,Normal,,
9306-1,Bulk Set with Special Bricks,Educational,Education,,2003,,,610,0,/inventories/9306-1,,"£29.81, $32.00","New: Not known, Used: Not known",,,,Normal,,
9320-1,Journey into Space,Educational,Education,,2003,,,631,0,/inventories/9320-1,,"£71.00, $93.00","New: Not known, Used: Not known",,,Rocket,Normal,,
9402-1,Giraffe Table,Miscellaneous,Gear,Furniture,2003,,,,0,,,£858.06,"New: Not known, Used: Not known",,,,Gear,,Year of release yet to be confirmed.
9405-1,Racer,Miscellaneous,Gear,Furniture,2003,,,,0,,,"£1188.15, $3.50","New: Not known, Used: Not known",,,,Gear,,Year of release yet to be confirmed.
9409-1,Elephant Wall,Miscellaneous,Gear,Furniture,2003,,,,0,,,£262.99,"New: Not known, Used: Not known",,,,Gear,,Year of release yet to be confirmed.
9412-1,Duplo Bricks,Educational,Education,,2003,,,,0,,,£28.99,"New: Not known, Used: Not known",,,,Normal,,
9649-1,Technology Resource Set,Educational,Education,,2003,,,1110,0,/inventories/9649-1,,"£56.51, $55.00","New: $224, Used: Not known",5.0,1review,,Normal,,
9665-1,Mechanical Engineering,Educational,Dacta,Technic,2003,,,318,0,/inventories/9665-1,,$150.00,"New: $100, Used: Not known",,,Electric,Normal,,
9684-1,Renewable Energy Set,Educational,Education,,2003,,,729,4,/inventories/9684-1,/minifigs/inset-9684-1,"£170.65, $170.00","New: $248, Used: $177",,,"Electric, 9V, Windmill",Normal,,
9743-1,Chromosomes - Student Set,Educational,Education,System,2003,,,136,0,,,,"New: Not known, Used: Not known",,,,Normal,Plastic box,
9785-1,Robo Technology Set with Serial Transmitter,Educational,Education,,2003,,,219,1,/inventories/9785-1,/minifigs/inset-9785-1,"£127.87, $150.00","New: Not known, Used: $114",,,"Electric, 9V, Mindstorms, Rcx",Normal,,
9786-1,Robo Technology Set with USB Transmitter,Educational,Education,,2003,,,217,1,/inventories/9786-1,/minifigs/inset-9786-1,"£127.87, $150.00","New: Not known, Used: $135",,,"Electric, 9V, Usb, Mindstorms, Rcx",Normal,,
9788-1,FIRST LEGO League Challenge 2003 - Mission Mars,Educational,Education,FIRST LEGO League,2003,,,,4,,/minifigs/inset-9788-1,,"New: Not known, Used: Not known",,,,Normal,,
9793-1,Team Challenge Set with Serial Transmitter,Educational,Education,,2003,,,833,0,/inventories/9793-1,,"£216.88, $200.00","New: Not known, Used: Not known",,,"Electric, 9V, Mindstorms, Rcx",Normal,,
9794-1,Team Challenge Set with USB Transmitter,Educational,Education,,2003,,,831,0,/inventories/9794-1,,"£216.88, $200.00","New: Not known, Used: $116",,,"Electric, 9V, Usb, Mindstorms, Rcx",Normal,,
9809-1,Multi Table Small,Miscellaneous,Gear,Furniture,2003,,,,0,,,£115.96,"New: Not known, Used: Not known",,,,Gear,,Year of release yet to be confirmed.
9817-1,Seats for Multi Table,Miscellaneous,Gear,Furniture,2003,,,,0,,,£75.77,"New: Not known, Used: Not known",,,,Gear,,Year of release yet to be confirmed.
