set_no,name,theme_group,theme,subtheme,year,dimensions,weight,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
31047-1,Propeller Plane,Model making,Creator,,2016,26.2 x 19.1 x 6.1 cm (10.3 x 7.5 x 2.4 in),0.44Kg (0.97 lb),230,0,/inventories/31047-1,,"£17.99, $19.99, 19.99€","New: $25, Used: $14",4.5,2,"Aircraft, Helicopter, Multibuild, Hydroplane",Normal,Box,
31048-1,Lakeside Lodge,Model making,Creator,,2016,35.4 x 19.1 x 5.9 cm (13.9 x 7.5 x 2.3 in),0.63Kg (1.38 lb),368,1,/inventories/31048-1,/minifigs/inset-31048-1,"£19.99, $29.99, 24.99€","New: $30, Used: $23",4.8,5,"House, Multibuild, Fish, Frog, Kitchen, Bbq, Bedroom, Deer",Normal,Box,
31049-1,Twin Spin Helicopter,Model making,Creator,,2016,35.4 x 19.1 x 5.9 cm (13.9 x 7.5 x 2.3 in),0.58Kg (1.27 lb),326,0,/inventories/31049-1,,"£19.99, $29.99, 29.99€","New: $16, Used: Not known",,,"Helicopter, Multibuild, Snowmobile",Normal,Box,
31050-1,Corner Deli,Model making,Creator,,2016,38.2 x 26.2 x 5.6 cm (15 x 10.3 x 2.2 in),0.79Kg (1.74 lb),467,2,/inventories/31050-1,/minifigs/inset-31050-1,"£27.99, $39.99, 34.99€","New: $42, Used: $31",4.8,5,"House, Shop, Multibuild, Restaurant, Bird, Kitchen, Bedroom",Normal,Box,
31051-1,Lighthouse Point,Model making,Creator,,2016,48 x 28.2 x 6.1 cm (18.9 x 11.1 x 2.4 in),1.03Kg (2.26 lb),528,2,/inventories/31051-1,/minifigs/inset-31051-1,"£44.99, $59.99, 49.99€","New: $55, Used: $38",5.0,2,"House, Multibuild, Camera, Speedboat, Beach, Bedroom, Island, Lighthouse, Seagull, Houseboat",Normal,Box,
31052-1,Vacation Getaways,Model making,Creator,,2016,54 x 28.2 x 5.9 cm (21.3 x 11.1 x 2.3 in),1.4Kg (3.09 lb),792,2,/inventories/31052-1,/minifigs/inset-31052-1,"£54.99, $69.99, 59.99€","New: $66, Used: $42",5.0,2,"House, Car, Boat, Multibuild, Trailer, Camera, Camping, Fish, Kitchen, Bear, Bbq, Tv, Bedroom, Bathroom, Furniture, Skating, Garden",Normal,Box,
31053-1,Treehouse Adventures,Model making,Creator,,2016,28.2 x 26.2 x 5.9 cm (11.1 x 10.3 x 2.3 in),0.7Kg (1.55 lb),387,2,/inventories/31053-1,/minifigs/inset-31053-1,"£24.99, $34.99, 29.99€","New: $34, Used: $19",5.0,2,"House, Multibuild, Cart, Frog, Bird",Normal,Box,
40127-2,Space Shuttle (Uniqlo edition),Miscellaneous,Promotional,Uniqlo,2016,,,39,0,,,,"New: $20, Used: Not known",,,"Polybag, Microscale, Space",Normal,Polybag,
40128-2,Robot (Uniqlo edition),Miscellaneous,Promotional,Uniqlo,2016,,,50,0,,,,"New: $22, Used: Not known",,,"Polybag, Robot",Normal,Polybag,
40130-2,Koala (Uniqlo edition),Miscellaneous,Promotional,Uniqlo,2016,,,65,0,,,,"New: $12, Used: Not known",,,"Polybag, Australia",Normal,Polybag,
40131-2,Parrot (Uniqlo edition),Miscellaneous,Promotional,Uniqlo,2016,,,55,0,,,,"New: $8, Used: Not known",,,"Polybag, Bird",Normal,Polybag,
40161-1,What am I?,Miscellaneous,Miscellaneous,Games,2016,,,536,16,/inventories/40161-1,/minifigs/inset-40161-1,"£29.99, $29.99, 34.99€","New: Not known, Used: Not known",,,"Police, Fire, Octan, Camera, Racing, Fish, Medical, Penguin",Normal,Box,
40165-1,Minifigure Wedding Favour Set,Miscellaneous,Miscellaneous,,2016,,,89,2,/inventories/40165-1,/minifigs/inset-40165-1,"£6.99, $9.99, 7.99€","New: $12, Used: $5",5.0,1review,Wedding,Normal,Box,
40166-1,LEGOLAND Train,Miscellaneous,Promotional,LEGOLAND,2016,,,210,4,/inventories/40166-1,/minifigs/inset-40166-1,"£16.99, $19.99","New: $21, Used: $15",5.0,1review,Legoland,Normal,Box,
40167-1,My First Set,Pre-school,Duplo,,2016,,,10,0,/inventories/40167-1,,,"New: $5, Used: Not known",,,"Polybag, Rabbit",Normal,Polybag,
40179-1,Personalised Mosaic Portrait,Miscellaneous,Miscellaneous,,2016,,,4502,0,,,£99.99,"New: $274, Used: Not known",3.0,1review,"Baseplate, Mosaic",Normal,Box,Available from the Leicester Square brand store's Mosaic Maker machine.
40201-1,Valentine's Cupid Dog,Miscellaneous,Seasonal,Valentine's Day,2016,14.1 x 12.2 x 6.1 cm (5.6 x 4.8 x 2.4 in),0.15Kg (0.32 lb),150,0,/inventories/40201-1,,"£8.49, $9.99, 9.99€","New: $14, Used: $8",,,"Dog, Valentine",Normal,Box,
40202-1,Easter Chick,Miscellaneous,Seasonal,Easter,2016,14.1 x 12.2 x 6.1 cm (5.6 x 4.8 x 2.4 in),0.13Kg (0.28 lb),111,0,/inventories/40202-1,,"£8.49, $9.99, 9.99€","New: $10, Used: $5",,,"Chicken, Easter",Normal,Box,
40203-1,Vampire and Bat,Miscellaneous,Seasonal,Halloween,2016,,,150,0,/inventories/40203-1,,"£8.49, $5.99","New: $8, Used: $9",5.0,1review,"Spooky, Bat",Normal,Box,
40204-1,Pilgrim's Feast,Miscellaneous,Seasonal,Thanksgiving,2016,,,163,0,/inventories/40204-1,,"£4.99, $5.99","New: $10, Used: $5",3.0,1review,Thanksgiving,Normal,Box,
40205-1,Little Elf Helpers,Miscellaneous,Seasonal,Christmas,2016,,,238,0,/inventories/40205-1,,"£8.49, $9.99","New: $14, Used: $8",,,"Christmas, Workshop, Elves",Normal,Box,
40206-1,LEGO Santa,Miscellaneous,Seasonal,Christmas,2016,14 x 12 x 6 cm (5.5 x 4.7 x 2.4 in),,155,0,/inventories/40206-1,,"£4.99, $9.99","New: $9, Used: $3",,,Christmas,Normal,Box,
40207-1,Year of the Monkey,Miscellaneous,Seasonal,Chinese New Year,2016,,,165,0,/inventories/40207-1,,,"New: $85, Used: $40",,,"Monkey, China",Normal,Box,
40208-1,Polar Bear,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,40,0,/inventories/40208-1,,,"New: $5, Used: Not known",,,"Polybag, Bear",Normal,Polybag,January 2016
40209-1,Snowmobile,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,26,0,/inventories/40209-1,,,"New: $6, Used: Not known",,,"Polybag, Snowmobile",Normal,Polybag,February 2016
40210-1,Bunny,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,49,0,/inventories/40210-1,,,"New: $7, Used: Not known",,,"Polybag, Rabbit",Normal,Polybag,March 2016
40211-1,Bee,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,34,0,/inventories/40211-1,,,"New: $7, Used: $6",,,"Polybag, Insect",Normal,Polybag,
40212-1,Hedgehog,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,39,0,/inventories/40212-1,,,"New: $6, Used: $7",,,"Polybag, Hedgehog",Normal,Polybag,
40213-1,Seaplane,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,24,0,/inventories/40213-1,,,"New: $5, Used: $3",,,"Polybag, Aircraft, Microscale, Airplane, Seaplane",Normal,Polybag,
40214-1,Frog,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,60,0,/inventories/40214-1,,,"New: $5, Used: Not known",5.0,1review,"Polybag, Spider, Frog",Normal,Polybag,
40215-1,Apple,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,58,0,/inventories/40215-1,,,"New: $7, Used: Not known",,,Polybag,Normal,Polybag,
40216-1,School Bus,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,65,0,/inventories/40216-1,,,"New: $6, Used: $1",,,"Polybag, Microscale, Bus",Normal,Polybag,
40217-1,Werewolf,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,52,0,/inventories/40217-1,,,"New: $5, Used: $7",,,"Polybag, Spooky, Halloween, Seasonal",Normal,Polybag,
40218-1,Fox,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,39,0,/inventories/40218-1,,,"New: $4, Used: $6",,,"Polybag, Fox",Normal,Polybag,
40219-1,Christmas Present,Miscellaneous,Promotional,Monthly Mini Model Build,2016,,,55,0,/inventories/40219-1,,,"New: $5, Used: $5",,,"Polybag, Christmas",Normal,Polybag,
40220-1,London Bus,Model making,Creator,,2016,14 x 20.1 x 6 cm (5.5 x 7.9 x 2.4 in),,118,0,/inventories/40220-1,,,"New: $13, Used: $9",4.8,4,"Microscale, Bus, London, Routemaster",Normal,Box,"[NA] Free with qualifying purchases at shop.LEGO.com and LEGO Brand Stores, August 2016, December 8-17, 2017.[EU, AU, NZ] Free with qualifying purchases at shop.LEGO.com and LEGO Brand Stores, October 2016.[UK] Available for sale from the Leicester Square brand store."
40221-1,Fountain,Model making,Creator,,2016,14 x 12 x 4.5 cm (5.5 x 4.7 x 1.8 in),,105,2,/inventories/40221-1,/minifigs/inset-40221-1,,"New: $16, Used: $13",4.8,5,"Dog, Bicycle, Statue, Fountain",Normal,Box,"Free with qualifying purchases at shop.LEGO.com, June 2016."
40222-1,Christmas Build-Up,Miscellaneous,Seasonal,Christmas,2016,26 x 14 x 4.7 cm (10.2 x 5.5 x 1.9 in),,250,0,/inventories/40222-1,,"£9.99, 9.99€","New: $11, Used: $6",2.8,4,"Aircraft, Truck, House, Robot, Microscale, Christmas, Boat, Multibuild, Castle, Ship, Cat, Bird, Snowman, Sled, Penguin, Deer, Snowplough, Fireplace, Brickley, Olli",Normal,Box,"[US] Free with qualifying purchases at shop.LEGO.com, October 2016.[EU, UK, AU, NZ] Free with qualifying purchases at shop.LEGO.com and LEGO Brand Stores, October 23 - November 20, 2016."
40223-1,Snowglobe,Miscellaneous,Seasonal,Christmas,2016,,,215,1,/inventories/40223-1,/minifigs/inset-40223-1,"£8.49, $9.99, 9.99€","New: $30, Used: $15",4.8,4,Christmas,Normal,Box,"Free with qualifying purchases at shop.LEGO.com and LEGO Brand stores, November and December 2016.Available at shop.LEGO.com, November 2017. "
40225-1,Rio 2016 Mascots,Miscellaneous,Promotional,Miscellaneous,2016,,,197,0,/inventories/40225-1,,,"New: $34, Used: Not known",4.0,1review,"Cat, Olympics",Normal,Box,
40226-1,Birthday Buddy,Miscellaneous,Seasonal,Birthday,2016,,,133,0,/inventories/40226-1,,,"New: $12, Used: Not known",,,"Balloons, Birthday",Normal,Box,
40227-1,MSC Meraviglia,Miscellaneous,Promotional,Miscellaneous,2016,,,180,0,/inventories/40227-1,,,"New: $43, Used: $40",,,"Microscale, Boat, Ship",Normal,Box,Available on selected MSC cruise ships.Re-released as 40318-1 
40228-1,Geoffrey & Friends,Miscellaneous,Promotional,Toys R Us,2016,14 x 12.2 x 4.5 cm (5.5 x 4.8 x 1.8 in),,133,2,/inventories/40228-1,/minifigs/inset-40228-1,$9.99,"New: $9, Used: $10",4.0,1review,Giraffe,Normal,Box,
41065-1,Rapunzel's Best Day Ever,Licensed,Disney,Tangled,2016,20.5 x 19.1 x 6.1 cm (8.1 x 7.5 x 2.4 in),0.27Kg (0.59 lb),145,1,/inventories/41065-1,/minifigs/inset-41065-1,"£19.99, $19.99, 24.99€","New: $27, Used: $16",,,"Rapunzel, Disney, Horse, Kitchen, Swing, Maximus",Normal,Box,
41066-1,Anna & Kristoff's Sleigh Adventure,Licensed,Disney,Frozen,2016,26.2 x 19.1 x 6.1 cm (10.3 x 7.5 x 2.4 in),0.34Kg (0.74 lb),174,2,/inventories/41066-1,/minifigs/inset-41066-1,"£24.99, $29.99, 29.99€","New: $29, Used: $20",,,"Anna, Kristoff, Shop, Disney, Musical, Ice, Frozen, Sled, Deer, Arendelle, Sven",Normal,Box,
41067-1,Belle's Enchanted Castle,Licensed,Disney,Beauty and the Beast,2016,38.2 x 26.2 x 5.6 cm (15 x 10.3 x 2.2 in),0.66Kg (1.45 lb),374,8,/inventories/41067-1,/minifigs/inset-41067-1,"£54.99, $49.99, 49.99€","New: $81, Used: $55",4.0,1review,"Beast, Belle, Cogsworth, Fifi, Lumière, Mrs Potts, Stove, Wardrobe, Castle, Disney, Magic, Kitchen, Bedroom, France, Library, Lumiere",Normal,Box,
41068-1,Arendelle Castle Celebration,Licensed,Disney,Frozen,2016,38.2 x 26.2 x 7.1 cm (15 x 10.3 x 2.8 in),0.87Kg (1.92 lb),477,6,/inventories/41068-1,/minifigs/inset-41068-1,"£54.99, $59.99, 59.99€","New: $53, Used: $34",,,"Anna, Elsa, Olaf, Snowgie, Castle, Disney, Ice, Snowman, Frozen, Bedroom, Balloons, Slide, Birthday, Arendelle",Normal,Box,
41069-1,Treasure's Day at the Pool,Licensed,Disney,Palace Pets,2016,12.2 x 9.1 x 4.7 cm (4.8 x 3.6 x 1.8 in),0.08Kg (0.18 lb),70,0,/inventories/41069-1,,"£6.99, $5.99, 3.99€","New: $8, Used: $3",3.0,1review,Cat,Normal,Box,
41110-1,Birthday Party,Girls,Friends,Party,2016,26.2 x 19.1 x 6.1 cm (10.3 x 7.5 x 2.4 in),0.32Kg (0.71 lb),191,1,/inventories/41110-1,/minifigs/inset-41110-1,"£17.99, $19.99, 19.99€","New: $19, Used: $8",,,"Andrea, Musical, Bird, Rabbit, Balloons, Piano, Swing, Birthday",Normal,Box,Included in 66537-1 
41111-1,Party Train,Girls,Friends,Party,2016,15.7 x 14.1 x 4.5 cm (6.2 x 5.6 x 1.8 in),0.13Kg (0.28 lb),109,1,/inventories/41111-1,/minifigs/inset-41111-1,"£8.99, $9.99, 9.99€","New: $9, Used: $6",,,"Stephanie, Bicycle, Balloons, Slide, Birthday, Hamster",Normal,Box,Included in 66537-1 
41112-1,Party Cakes,Girls,Friends,Party,2016,12.2 x 9.1 x 4.7 cm (4.8 x 3.6 x 1.8 in),0.06Kg (0.14 lb),50,0,/inventories/41112-1,,"£3.99, $4.99, 4.99€","New: $7, Used: $4",,,"Dog, Kitchen, Balloons, Birthday",Normal,Box,Included in 66537-1 
41113-1,Party Gift Shop,Girls,Friends,Party,2016,12.2 x 9.1 x 4.7 cm (4.8 x 3.6 x 1.8 in),0.08Kg (0.17 lb),52,0,/inventories/41113-1,,"£3.99, $4.99, 4.99€","New: $6, Used: $4",,,"Shop, Rabbit, Balloons, Birthday",Normal,Box,
41114-1,Party Styling,Girls,Friends,Party,2016,12.2 x 9.1 x 4.7 cm (4.8 x 3.6 x 1.8 in),0.07Kg (0.16 lb),54,0,/inventories/41114-1,,"£3.99, $4.99, 4.99€","New: $6, Used: $5",,,"Cat, Fish, Balloons, Birthday",Normal,Box,
41115-1,Emma's Creative Workshop,Girls,Friends,,2016,15.7 x 14.1 x 4.5 cm (6.2 x 5.6 x 1.8 in),0.14Kg (0.3 lb),108,1,/inventories/41115-1,/minifigs/inset-41115-1,"£8.99, $9.99, 9.99€","New: $13 , Used: $7",4.0,1review,"Emma, Camera, Workshop",Normal,Box,
41116-1,Olivia's Exploration Car,Girls,Friends,,2016,19.1 x 14.1 x 6.1 cm (7.5 x 5.6 x 2.4 in),0.22Kg (0.49 lb),185,1,/inventories/41116-1,/minifigs/inset-41116-1,"£12.99, $14.99, 14.99€","New: $18, Used: $6",,,"Olivia, Robot, Car, Science, Astronomy, Zobo",Normal,Box,
41117-1,Pop Star TV Studio,Girls,Friends,Pop Star,2016,26.2 x 19.1 x 6.1 cm (10.3 x 7.5 x 2.4 in),0.36Kg (0.8 lb),194,1,/inventories/41117-1,/minifigs/inset-41117-1,"£17.99, $19.99, 17.49€","New: $21, Used: $9",4.0,1review,"Livi, Camera, Musical, Tv",Normal,Box,
41118-1,Heartlake Supermarket,Girls,Friends,,2016,35.4 x 19.1 x 5.9 cm (13.9 x 7.5 x 2.3 in),0.52Kg (1.14 lb),313,2,/inventories/41118-1,/minifigs/inset-41118-1,"£29.99, $29.99, 34.99€","New: $38, Used: $27",5.0,1review,"Daniel, Mia, Shop, Cart, Fish",Normal,Box,
41119-1,Heartlake Cupcake Cafe,Girls,Friends,,2016,38.2 x 26.2 x 7.1 cm (15 x 10.3 x 2.8 in),0.77Kg (1.7 lb),439,2,/inventories/41119-1,/minifigs/inset-41119-1,"£39.99, $39.99, 39.99€","New: $46, Used: $22",5.0,1review,"Naomi, Stephanie, Shop, Cat, Restaurant, Kitchen, Moped",Normal,Box,
41120-1,Adventure Camp Archery,Girls,Friends,Adventure Camp,2016,15.7 x 14.1 x 4.5 cm (6.2 x 5.6 x 1.8 in),0.14Kg (0.3 lb),114,1,/inventories/41120-1,/minifigs/inset-41120-1,"£8.99, $9.99, 9.99€","New: $9, Used: $6",4.0,1review,"Mia, Hedgehog",Normal,Box,
41121-1,Adventure Camp Rafting,Girls,Friends,Adventure Camp,2016,28.2 x 26.2 x 5.9 cm (11.1 x 10.3 x 2.3 in),0.49Kg (1.08 lb),320,2,/inventories/41121-1,/minifigs/inset-41121-1,"£24.99, $29.99, 20.99€","New: $21, Used: $17",5.0,1review,"Andrea, Olivia, Camera, Camping, Fish, Bear, Waterfall, Raft, Tent",Normal,Box,
41122-1,Adventure Camp Tree House,Girls,Friends,Adventure Camp,2016,35.4 x 37.8 x 9.4 cm (13.9 x 14.9 x 3.7 in),1.31Kg (2.88 lb),726,3,/inventories/41122-1,/minifigs/inset-41122-1,"£59.99, $79.99, 34.99€","New: $72, Used: $30",5.0,1review,"Emma, Joy, Stephanie, House, Camera, Camping, Bird, Kitchen, Bedroom, Waterfall, Slide, Fox, Swing, Eagle",Normal,Box,
41123-1,Foal's Washing Station,Girls,Friends,Vet,2016,15.7 x 14.1 x 4.5 cm (6.2 x 5.6 x 1.8 in),0.13Kg (0.28 lb),77,1,/inventories/41123-1,/minifigs/inset-41123-1,"£8.99, $9.99, 9.99€","New: $11, Used: $6",,,"Emma, Horse, Farm, Foal",Normal,Box,
41124-1,Heartlake Puppy Daycare,Girls,Friends,Vet,2016,28.2 x 26.2 x 5.9 cm (11.1 x 10.3 x 2.3 in),0.52Kg (1.15 lb),286,2,/inventories/41124-1,/minifigs/inset-41124-1,"£24.99, $29.99, 29.99€","New: $34, Used: $18",,,"Andrea, Mia, Dog, Playground",Normal,Box,
41125-1,Horse Vet Trailer,Girls,Friends,Vet,2016,38.2 x 26.2 x 5.6 cm (15 x 10.3 x 2.2 in),0.67Kg (1.48 lb),370,2,/inventories/41125-1,/minifigs/inset-41125-1,"£39.99, $39.99, 39.99€","New: $46, Used: $28",,,"Olivia, Sophie, Trailer, Horse, Veterinary",Normal,Box,
41126-1,Heartlake Riding Club,Girls,Friends,,2016,48 x 28.2 x 7.4 cm (18.9 x 11.1 x 2.9 in),1.22Kg (2.7 lb),575,2,/inventories/41126-1,/minifigs/inset-41126-1,"£54.99, $59.99, 64.99€","New: $56, Used: $40",,,"Mia, Stephanie, Horse, Bedroom, Bathroom, Chicken, Stable, Mouse",Normal,Box,
41127-1,Amusement Park Arcade,Girls,Friends,Amusement Park,2016,19.1 x 14.1 x 6.1 cm (7.5 x 5.6 x 2.4 in),0.2Kg (0.45 lb),174,1,/inventories/41127-1,/minifigs/inset-41127-1,"£12.99, $14.99, 14.99€"," New: $15, Used: $9",5.0,2,"Mia, Fairground, Sports, Frog, Arcade",Normal,Box,
41128-1,Amusement Park Space Ride,Girls,Friends,Amusement Park,2016,26.2 x 19.1 x 6.1 cm (10.3 x 7.5 x 2.4 in),0.33Kg (0.73 lb),195,1,/inventories/41128-1,/minifigs/inset-41128-1,"£17.99, $19.99, 19.99€","New: $19, Used: $13",5.0,2,"Olivia, Aircraft, Space, Camera, Cart, Fairground",Normal,Box,
41129-1,Amusement Park Hot Dog Van,Girls,Friends,Amusement Park,2016,35.4 x 19.1 x 5.9 cm (13.9 x 7.5 x 2.3 in),0.44Kg (0.98 lb),243,2,/inventories/41129-1,/minifigs/inset-41129-1,"£24.99, $29.99, 29.99€","New: $26, Used: $18",3.5,2,"Nate, Stephanie, Camera, Fairground, Van, Kitchen, Hotdog, Bun",Normal,Box,
41130-1,Amusement Park Roller Coaster,Girls,Friends,Amusement Park,2016,48 x 37.8 x 9.4 cm (18.9 x 14.9 x 3.7 in),1.77Kg (3.9 lb),1124,4,/inventories/41130-1,/minifigs/inset-41130-1,"£99.99, $99.99, 99.99€","New: $113, Used: $59",4.5,2,"Andrea, Emma, Matthew, Naya, Space, Camera, Cart, Fairground, Rocket, Hotdog, Turnstile",Normal,Box,
41131-1,Friends Advent Calendar,Girls,Friends,Seasonal,2016,38.2 x 26.2 x 7.1 cm (15 x 10.3 x 2.8 in),0.38Kg (0.84 lb),218,2,/inventories/41131-1,/minifigs/inset-41131-1,"£19.99, $29.99, 19.99€","New: $12, Used: Not known",4.0,1review,"Emma, Naomi, Christmas, Camera, Musical, Bbq, Snowman, Skating, Piano, Fireplace, Hamster",Normal,Box,
41132-1,Heartlake Party Shop,Girls,Friends,Party,2016,,,176,2,/inventories/41132-1,/minifigs/inset-41132-1,"£24.99, $29.99, 29.99€","New: $24, Used: Not known",,,"Laurie, Stephanie, Shop, Balloons, Fountain",Normal,Box,
41133-1,Amusement Park Bumper Cars,Girls,Friends,Amusement Park,2016,,,424,2,/inventories/41133-1,/minifigs/inset-41133-1,"£39.99, $39.99, 39.99€","New: $35, Used: $22",4.0,1review,"Ben, Olivia, Cart, Fairground",Normal,Box,
41134-1,Heartlake Performance School,Girls,Friends,,2016,,,774,3,/inventories/41134-1,/minifigs/inset-41134-1,"£74.99, $79.99, 79.99€","New: $83, Used: $45",3.0,2,"Andrea, Iva, Noah, Camera, Musical, Sports, Bus, Bathroom, School, Piano",Normal,Box,
41135-1,Livi's Pop Star House,Girls,Friends,Pop Star,2016,48 x 28.2 x 6.1 cm (18.9 x 11.1 x 2.4 in),0.93Kg (2.05 lb),597,2,/inventories/41135-1,/minifigs/inset-41135-1,"£49.99, $49.99, 54.99€","New: $109, Used: $53",4.0,1review,"Andrea, Livi, House, Dog, Camera, Kitchen, Tv, Bedroom, Bathroom, Furniture, Skating, Fireplace",Normal,Box,
41140-1,Daisy's Beauty Salon,Licensed,Disney,Palace Pets,2016,14.1 x 12.2 x 4.6 cm (5.6 x 4.8 x 1.8 in),0.12Kg (0.27 lb),98,0,/inventories/41140-1,,"£8.99, $9.99, 4.99€","New: $11, Used: $7",,,Dog,Normal,Box,
41141-1,Pumpkin's Royal Carriage,Licensed,Disney,Palace Pets,2016,14.1 x 12.2 x 4.6 cm (5.6 x 4.8 x 1.8 in),0.11Kg (0.24 lb),79,0,/inventories/41141-1,,"£8.99, $9.99, 9.99€","New: $15, Used: Not known",3.0,1review,"Dog, Carriage",Normal,Box,
41142-1,Palace Pets Royal Castle,Licensed,Disney,Palace Pets,2016,20.5 x 19.1 x 7.3 cm (8.1 x 7.5 x 2.9 in),0.33Kg (0.72 lb),186,0,/inventories/41142-1,,"£19.99, $19.99, 19.99€","New: $25, Used: $11",,,"Castle, Cat",Normal,Box,
41171-1,Emily Jones & the Baby Wind Dragon,Action/Adventure,Elves,,2016,15.7 x 14.1 x 4.5 cm (6.2 x 5.6 x 1.8 in),0.12Kg (0.27 lb),80,1,/inventories/41171-1,/minifigs/inset-41171-1,"£8.99, $9.99, 9.99€","New: $32, Used: $20",3.5,2,"Emily Jones, Dragon, Waterfall, Fledge",Normal,Box,
41172-1,The Water Dragon Adventure,Action/Adventure,Elves,,2016,26.2 x 19.1 x 6.1 cm (10.3 x 7.5 x 2.4 in),0.33Kg (0.73 lb),212,1,/inventories/41172-1,/minifigs/inset-41172-1,"£17.99, $19.99, 24.99€","New: $40, Used: $26",4.0,2,"Naida Riverheart, Dragon, Magic, Catapult, Waterfall, Water, Merina",Normal,Box,
41173-1,Elvendale School of Dragons,Action/Adventure,Elves,,2016,26.2 x 19.1 x 6.1 cm (10.3 x 7.5 x 2.4 in),0.35Kg (0.78 lb),230,1,/inventories/41173-1,/minifigs/inset-41173-1,"£17.99, $19.99, 19.99€","New: $42, Used: $26",,,"Tidus Stormsurfer, Dragon, School, Mushroom, Blackboard, Miku, Elvendale",Normal,Box,
41174-1,The Starlight Inn,Action/Adventure,Elves,,2016,28.2 x 26.2 x 5.9 cm (11.1 x 10.3 x 2.3 in),0.47Kg (1.04 lb),343,2,/inventories/41174-1,/minifigs/inset-41174-1,"£24.99, $29.99, 29.99€","New: $77, Used: $59",5.0,1review,"Azari Firedancer, Sira Copperbranch, House, Dragon, Magic, Bedroom, Hotel, Earth, Elvendale, Spark",Normal,Box,
41175-1,Fire Dragon's Lava Cave,Action/Adventure,Elves,,2016,38.2 x 26.2 x 5.6 cm (15 x 10.3 x 2.2 in),0.62Kg (1.37 lb),441,2,/inventories/41175-1,/minifigs/inset-41175-1,"£39.99, $39.99, 39.99€","New: $51, Used: $43",5.0,1review,"Azari Firedancer, Emily Jones, Fire, Dragon, Spooky, Magic, Cave, Fountain, Mushroom, Zonya",Normal,Box,
41176-1,The Secret Market Place,Action/Adventure,Elves,,2016,48 x 28.2 x 6.1 cm (18.9 x 11.1 x 2.4 in),0.87Kg (1.91 lb),691,2,/inventories/41176-1,/minifigs/inset-41176-1,"£49.99, $59.99, 29.99€","New: $102, Used: $77",5.0,1review,"Aira Windwhistler, Farran Leafshade, Dragon, Shop, Magic, Bedroom, Owl, Post, Earth, Mail, Fox, Air, Mushroom, Library, Flamy, Elvendale, Owlyver, Thorne",Normal,Box,
41177-1,The Precious Crystal Mine,Action/Adventure,Elves,,2016,35.4 x 19.1 x 5.9 cm (13.9 x 7.5 x 2.3 in),0.4Kg (0.89 lb),273,2,/inventories/41177-1,/minifigs/inset-41177-1,"£24.99, $29.99, 17.49€","New: $33, Used: $26",,,"Farran Leafshade, Naida Riverheart, Dragon, Shop, Magic, Cave, Bedroom, Underground, Slide, Mushroom, Mouse, Elvendale, Floria",Normal,Box,
41178-1,The Dragon Sanctuary,Action/Adventure,Elves,,2016,38.2 x 26.2 x 7.1 cm (15 x 10.3 x 2.8 in),0.73Kg (1.61 lb),585,2,/inventories/41178-1,/minifigs/inset-41178-1,"£34.99, $49.99, 49.99€","New: $139, Used: $134",,,"Aira Windwhistler, Tidus Stormsurfer, Dragon, Fish, Magic, Waterfall, Raft, Air, Elvendale, Rayne, Gust",Normal,Box,
41179-1,Queen Dragon's Rescue,Action/Adventure,Elves,,2016,54 x 28.2 x 7.8 cm (21.3 x 11.1 x 3.1 in),1.25Kg (2.76 lb),833,2,/inventories/41179-1,/minifigs/inset-41179-1,"£64.99, $69.99, 69.99€","New: $121, Used: $113",,,"Azari Firedancer, Emily Jones, Dragon, Castle, Spooky, Fish, Cave, Bedroom, Royal, Fox, Mouse, Dungeon, Elvendale, Elandra, Dusti",Normal,Box,
41180-1,Ragana's Magic Shadow Castle,Action/Adventure,Elves,,2016,48 x 37.8 x 7.1 cm (18.9 x 14.9 x 2.8 in),1.48Kg (3.26 lb),1014,3,/inventories/41180-1,/minifigs/inset-41180-1,"£79.99, $99.99, 89.99€","New: $107, Used: $86",5.0,4,"Aira Windwhistler, Naida Riverheart, Ragana Shadowflame, Dragon, Castle, Spooky, Cat, Magic, Catapult, Bedroom, Fireplace, Throne, Trapdoor, Elves, Dungeon, Chandelier, Elvendale, Jynx, Estari",Normal,Box,
41490-1,Superman & Wonder Woman,Licensed,BrickHeadz,DC Comics Super Heroes,2016,,,220,0,,,$39.99,"New: $795, Used: Not known",,,"Female, SDCC",Normal,Box,"Exclusive to San Diego Comic-Con 2016, for sale on Saturday, July 23rd."
41491-1,Batman & The Joker,Licensed,BrickHeadz,DC Comics Super Heroes,2016,,,212,0,,,$39.99,"New: $538, Used: $280",,,"SDCC, Villain",Normal,Box,"Exclusive to San Diego Comic-Con 2016, for sale on Thursday, July 21st."
