set_no,name,theme_group,theme,subtheme,year,dimensions,weight,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
3623-1,Beauty Salon,Junior,Fabuland,,1988,,,24,2,,/minifigs/inset-3623-1,,"New: $117, Used: $20",,,Shop,Normal,,
3646-1,Catherine Cat in her Kitchen,Junior,Fabuland,,1988,,,53,2,,/minifigs/inset-3646-1,,"New: $135, Used: $24",5.0,2,"Kitchen, Furniture",Normal,,
3680-1,Caravan and Rowboat,Junior,Fabuland,,1988,,,27,3,,/minifigs/inset-3680-1,,"New: Not known, Used: $90",,,"Car, Boat, Trailer, Kitchen, Camper, Caravan",Normal,,
3683-1,Amusement Park,Junior,Fabuland,,1988,,,93,4,,/minifigs/inset-3683-1,,"New: $580, Used: $181",5.0,1review,"Baseplate, Motorcycle, Fairground, Slide, Carousel",Normal,,
3721-1,Clive Crocodile on his Skateboard,Junior,Fabuland,,1988,,,10,1,,/minifigs/inset-3721-1,,"New: $32, Used: $7",,,,Normal,,
3798-1,Hannah Hippopotamus on a Picnic,Junior,Fabuland,,1988,,,24,1,,/minifigs/inset-3798-1,,"New: $45, Used: $13",,,Baseplate,Normal,,
5200-1,Signal Masts and Base Supports,Miscellaneous,Service Packs,Trains,1988,,,8,0,,,,"New: $45, Used: Not known",,,Polybag,Normal,Polybag,
6016-1,Knights' Arsenal,Historical,Castle,Lion Knights,1988,,,37,1,,/minifigs/inset-6016-1,$4.25,"New: $104, Used: $10",3.8,8,"Cart, Horse, Crusaders",Normal,Box,Included in 0011-3 
6035-1,Castle Guard,Historical,Castle,Black Falcons,1988,,,52,2,,/minifigs/inset-6035-1,$5.75,"New: $171, Used: $23",4.2,9,"Horse, Tent",Normal,Box,
6039-1,Twin-Arm Launcher,Historical,Castle,Lion Knights,1988,,,77,2,,/minifigs/inset-6039-1,$8.50,"New: $153, Used: $21",4.4,5,"Horse, Catapult, Crusaders",Normal,Box,
6054-1,Forestmen's Hideout,Historical,Castle,Forestmen,1988,,,201,2,,/minifigs/inset-6054-1,$17.50,"New: $188, Used: $50",4.9,14,"Forest, Forestmen",Normal,Box,
6085-1,Black Monarch's Castle,Historical,Castle,Black Knights,1988,,,702,12,,/minifigs/inset-6085-1,$68.00,"New: $961, Used: $163",4.9,34,"Baseplate, Castle, Horse, Drawbridge, Dungeon",Normal,Box,
6103-1,Castle Mini Figures,Historical,Castle,Accessories,1988,,,42,6,,/minifigs/inset-6103-1,"£3.75, $6.75","New: $144, Used: $38",4.4,8,"Crusaders, Forestmen",Normal,Box,
6309-1,Town Mini-Figures,Modern day,Town,Accessories,1988,,,37,6,,/minifigs/inset-6309-1,$6.00,"New: $45, Used: $17",3.7,3,"Police, Motorcycle, Fire, Medical",Normal,Box,
6315-1,Road Signs,Modern day,Town,Accessories,1988,,,11,0,,,"£1.50, $3.00","New: $22, Used: $13",4.0,7,Accessory,Normal,Box,
6316-1,Flags and Fences,Modern day,Town,Accessories,1988,14.2 x 7.2 x 4.6 cm (5.6 x 2.8 x 1.8 in),0.05Kg (0.11 lb),38,0,,,"£2.50, $4.00","New: $15, Used: $7",5.0,2,Accessory,Normal,Box,
6317-1,Trees and Flowers,Modern day,Town,Accessories,1988,,,24,0,,,"£2.50, $4.00","New: $19, Used: $13",5.0,2,Accessory,Normal,Box,
6349-1,Holiday Villa,Modern day,Town,Leisure,1988,,,205,2,,/minifigs/inset-6349-1,,"New: $251, Used: $52",5.0,5,"House, Car, Kitchen, Bedroom",Normal,Box,
6356-1,Med-Star Rescue Plane,Modern day,Town,Medical,1988,,,159,3,,/minifigs/inset-6356-1,$15.50,"New: $158, Used: $19",4.7,7,"Aircraft, Airplane, Ambulance, Medical",Normal,Box,
6357-1,Stunt 'Copter N' Truck,Modern day,Town,Vehicles,1988,,,177,2,,/minifigs/inset-6357-1,$17.00,"New: $157, Used: $11",4.5,8,"Aircraft, Helicopter, Truck, Trailer",Normal,Box,
6394-1,Metro Park & Service Tower,Modern day,Town,Shops and Services,1988,,,620,6,,/minifigs/inset-6394-1,$58.25,"New: $624, Used: $113",4.8,11,"Motorcycle, Car, Shop, Shell, Convertible",Normal,Box,
6395-1,Victory Lap Raceway,Modern day,Town,Racing,1988,,,606,13,,/minifigs/inset-6395-1,$58.25,"New: $417, Used: $100",4.7,11,"Car, Trailer, Camera, Racing, Shell, Medical",Normal,Box,
6503-1,Sprint Racer,Modern day,Town,Racing,1988,,,32,1,,/minifigs/inset-6503-1,,"New: $16, Used: $4",4.3,11,"Car, Racing, Shell",Normal,Box,
6504-1,Tractor,Modern day,Town,Construction,1988,,,25,1,,/minifigs/inset-6504-1,,"New: $58, Used: $4",3.8,4,"Construction, Tractor",Normal,Box,
6505-1,Fire Chief's Car,Modern day,Town,Fire,1988,,,29,1,,/minifigs/inset-6505-1,,"New: $48, Used: $4",3.3,3,"Fire, Convertible",Normal,Box,
6524-1,Blizzard Blazer,Modern day,Town,Maintenance,1988,,,50,1,,/minifigs/inset-6524-1,"£2.50, $4.00","New: $20, Used: $6",4.7,3,"Tractor, Snowplough",Normal,Box,
6590-1,Vacation Camper,Modern day,Town,Leisure,1988,,,116,2,,/minifigs/inset-6590-1,,"New: $124, Used: $15",4.8,6,"Car, Trailer, Camping, Camper, Caravan",Normal,Box,
6642-1,Police Helicopter,Modern day,Town,Police,1988,,,66,1,,/minifigs/inset-6642-1,$15.00,"New: $52, Used: $7",4.3,4,"Aircraft, Helicopter, Police",Normal,Box,
6643-1,Fire Chief's Truck,Modern day,Town,Fire,1988,,,74,1,,/minifigs/inset-6643-1,,"New: $85, Used: $8",4.8,4,"Fire, 4X4",Normal,Box,
6674-1,Crane Truck,Modern day,Town,Vehicles,1988,,,94,1,,/minifigs/inset-6674-1,,"New: $237, Used: $10",4.0,1review,Truck,Normal,Box,
6675-1,Road & Trail 4 x 4,Modern day,Town,Vehicles,1988,,,81,1,,/minifigs/inset-6675-1,,"New: $102, Used: $7",4.6,5,4X4,Normal,Box,
6703-1,Minifig Pack,Action/Adventure,Space,Miscellaneous,1988,,,42,6,,/minifigs/inset-6703-1,,"New: $225, Used: $34",4.8,4,"Blacktron, Futuron",Normal,Box,
6770-1,Lunar Transporter Patroller,Action/Adventure,Space,Futuron,1988,,,117,1,,/minifigs/inset-6770-1,,"New: $279, Used: $36",3.0,2,"Electric, 9V",Normal,Box,Light and Sound.
6828-1,Twin-Winged Spoiler,Action/Adventure,Space,Futuron,1988,,,57,1,,/minifigs/inset-6828-1,,"New: $157, Used: $10",5.0,1review,Spaceship,Normal,Box,
6830-1,Space Patroller,Action/Adventure,Space,Futuron,1988,,,51,3,,/minifigs/inset-6830-1,,"New: $74, Used: $7",4.8,6,Spaceship,Normal,Box,
6848-1,Strategic Pursuer,Action/Adventure,Space,Futuron,1988,,,54,1,,/minifigs/inset-6848-1,,"New: $39, Used: $9",5.0,2,Mech,Normal,Box,
6875-1,Hovercraft,Action/Adventure,Space,Futuron,1988,,,93,1,,/minifigs/inset-6875-1,,"New: $75, Used: $15",5.0,1review,Spaceship,Normal,Box,
6876-1,Alienator,Action/Adventure,Space,Blacktron,1988,,,86,1,,/minifigs/inset-6876-1,,"New: $135, Used: $14",4.6,8,Walker,Normal,Box,
6885-1,Crater Crawler,Action/Adventure,Space,Futuron,1988,,,100,1,,/minifigs/inset-6885-1,,"New: Not known, Used: $15",3.5,2,Ground Vehicle,Normal,Box,
6921-1,Monorail Accessory Track,Action/Adventure,Space,Futuron,1988,,,46,0,,,$34.95,"New: $202, Used: $125",4.0,1review,Monorail,Normal,Box,Accessory track set for 6990. Also compatible with 6991.
6925-1,Interplanetary Rover,Action/Adventure,Space,Futuron,1988,,,217,4,,/minifigs/inset-6925-1,,"New: $226, Used: $43",,,"Trailer, Spaceship",Normal,Box,
6987-1,Message Intercept Base,Action/Adventure,Space,Blacktron,1988,,,569,5,,/minifigs/inset-6987-1,,"New: $1126, Used: $180",4.8,11,"Baseplate, Spaceship, Base",Normal,Box,
8712-1,Technic Figures,Technical,Technic,Supplementary,1988,,,10,3,,/minifigs/inset-8712-1,$8.25,"New: $60, Used: $27",3.5,4,Technic Figs,Normal,Box,
8832-1,Roadster,Technical,Technic,,1988,,,86,0,,,,"New: Not known, Used: $9",3.8,4,"Racing, Sprung",Normal,Box,
8853-1,Excavator,Technical,Technic,,1988,,,326,0,,,,"New: $164, Used: $27",4.0,2,Construction,Normal,Box,
8855-1,Prop Plane,Technical,Technic,,1988,,,569,1,,/minifigs/inset-8855-1,,"New: $184, Used: $72",3.5,4,"Aircraft, Space, Airplane, Seaplane",Normal,Box,
8865-1,Test Car,Technical,Technic,,1988,,,900,0,,,,"New: $449, Used: $95",4.1,9,"Car, Sprung",Normal,Box,
9058-1,Large Building Plates,Educational,Dacta,,1988,,,2,0,,,$22.00,"New: Not known, Used: Not known",5.0,1review,"Baseplate, Duplo",Normal,,
9155-1,Circus,Educational,Dacta,Duplo,1988,,,,6,,/minifigs/inset-9155-1,,"New: Not known, Used: Not known",,,"Dog, Trailer, Tractor, Horse, Elephant, Circus, Duplo, Clown",Normal,,Year of release unconfirmed.
9220-1,Farm Scene Mosaics,Educational,Dacta,Duplo,1988,,,81,0,,,,"New: Not known, Used: $80",,,"Farm, Duplo, Mosaic",Normal,,
9221-1,Town Scene Mosaics,Educational,Dacta,Duplo,1988,,,81,0,,,,"New: Not known, Used: $101",,,"Ambulance, Bus, Duplo, Mosaic",Normal,,
9850-1,Duplo Play wall,Miscellaneous,Gear,Furniture,1988,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1489-1,Mobile Car Crane,Modern day,Town,Vehicles,1989,,,174,2,,/minifigs/inset-1489-1,$12.75,"New: $444, Used: $40",5.0,1review,"Car, Crane",Normal,Box,NA only.
1513-2,Universal Building Set,Basic,Basic,,1989,,,66,1,,/minifigs/inset-1513-2,,"New: $30, Used: Not known",,,,Normal,,
1515-2,Town Value Pack,Modern day,Town,Bonus/Value Pack,1989,,,105,0,,,,"New: Not known, Used: Not known",,,"Truck, Car, Trailer, Racing",Collection,Box,Photographed in The Vault in Billund.Contains 1517-1 1518-1 
1517-1,Black Racing Car,Modern day,Town,Racing,1989,,,32,1,,/minifigs/inset-1517-1,,"New: Not known, Used: $6",4.0,3,"Car, Racing",Normal,Box,Limited release.Included in 1515-2 
1518-1,Racing Service Crew,Modern day,Town,Racing,1989,,,73,2,,/minifigs/inset-1518-1,,"New: Not known, Used: $15",5.0,1review,"Truck, Trailer, Racing",Normal,Box,Limited release.Included in 1515-2 
1521-1,Basic Building Set Trial Size,Basic,Basic,Universal Building Set,1989,,,24,0,,,,"New: Not known, Used: Not known",,,,Normal,Box,
1522-2,Basic Building Set Trial Size,Basic,Basic,Universal Building Set,1989,,,44,0,,,,"New: Not known, Used: Not known",3.0,1review,,Normal,Box,
1616-1,Special Two-Set Space Pack,Action/Adventure,Space,Bonus/Value Pack,1989,,,132,0,,,$10.00,"New: $330, Used: $32",,,,Collection,Box,NA only.Contains 1620-1 1621-1 
1620-1,Astro Dart,Action/Adventure,Space,Futuron,1989,,,30,1,,/minifigs/inset-1620-1,,"New: Not known, Used: $112",,,Spaceship,Normal,Box,NA only.Included in 1616-1 
1621-1,Lunar MPV Vehicle,Action/Adventure,Space,Futuron,1989,,,102,2,,/minifigs/inset-1621-1,,"New: Not known, Used: $28",,,Ground Vehicle,Normal,Box,NA only.Included in 1616-1 
1625-1,Snowman,Basic,Basic,Seasonal,1989,,,40,0,,,$1.30,"New: $20, Used: $3",4.0,2,"Polybag, Christmas, Snowman",Normal,Polybag,US only.
1626-1,Angel,Basic,Basic,Seasonal,1989,,,33,0,,,$1.30,"New: $16, Used: $6",4.0,1review,"Polybag, Christmas",Normal,Polybag,US only. Re-released as 10080-1 
1627-1,Santa,Basic,Basic,Seasonal,1989,,,36,0,,,$1.30,"New: $5, Used: $2",3.0,1review,"Polybag, Christmas",Normal,Polybag,US only.
1628-1,Santa with Reindeer and Sleigh,Basic,Basic,Seasonal,1989,,,63,0,,,$3.00,"New: $16, Used: $5",4.0,2,"Christmas, Sled, Deer",Normal,,US only.
1640-1,Tuttle the Turtle,Pre-school,Duplo,,1989,,,6,0,,,,"New: $5, Used: $1",2.0,1review,"Polybag, Mcdonalds",Normal,Polybag,"Promotional release with McDonalds, US."
1641-1,Crocodile,Pre-school,Duplo,,1989,,,6,0,/inventories/1641-1,,,"New: $4, Used: Not known",,,Polybag,Normal,Polybag,"Promotional release with McDonalds, US (in 1999)."
1642-1,Sea Eagle,Basic,Basic,,1989,,,15,0,,,,"New: $6, Used: $3",4.0,1review,"Polybag, Aircraft, Mcdonalds, Seaplane",Normal,Polybag,"Promotional release with McDonalds, US."
1643-1,Lightning Striker,Basic,Basic,,1989,,,16,0,,,,"New: $6, Used: $1",,,"Polybag, Aircraft, Mcdonalds",Normal,Polybag,"Promotional release with McDonalds, US."
1644-1,Wind Whirler,Basic,Basic,,1989,,,17,0,,,,"New: $5, Used: $0",,,"Polybag, Aircraft, Helicopter, Microscale, Mcdonalds",Normal,Polybag,"Promotional release with McDonalds, US."
1645-1,Gyro Bird,Basic,Basic,,1989,,,19,0,,,,"New: $4, Used: $3",,,"Polybag, Aircraft, Helicopter, Microscale, Mcdonalds",Normal,Polybag,"Promotional release with McDonalds, US."
1646-1,Land Laser,Basic,Basic,,1989,,,17,0,,,,"New: $4, Used: $0",4.0,1review,"Polybag, Mcdonalds, Dragster",Normal,Polybag,"Promotional release with McDonalds, US."
1647-1,Turbo Force,Basic,Basic,,1989,,,14,0,,,,"New: $10, Used: $1",,,"Polybag, Microscale, Mcdonalds",Normal,Polybag,"Promotional release with McDonalds, US."
1648-1,Swamp Stinger,Basic,Basic,,1989,,,16,0,,,,"New: $4, Used: $8",,,"Polybag, Mcdonalds, Airboat",Normal,Polybag,"Promotional release with McDonalds, US."
1649-1,Sea Skimmer,Basic,Basic,,1989,,,17,0,,,,"New: $5, Used: $3",4.0,1review,"Polybag, Mcdonalds, Airboat",Normal,Polybag,"Promotional release with McDonalds, US."
1653-1,Container Set,Pre-school,Duplo,,1989,,,38,2,,/minifigs/inset-1653-1,,"New: Not known, Used: Not known",,,,Normal,Box,
1661-1,Basic Building Set,Basic,Basic,,1989,,,407,0,,,,"New: Not known, Used: Not known",,,,Normal,,Blue bucket set.
1662-1,Basic Building Set,Basic,Basic,,1989,,,635,2,,/minifigs/inset-1662-1,,"New: Not known, Used: Not known",,,"House, Baseplate, Boat, Ship, Horse, Carriage, Furniture",Normal,Bucket,Blue bucket set.
1663-1,Basic Building Set,Basic,Basic,,1989,,,451,2,,/minifigs/inset-1663-1,,"New: Not known, Used: Not known",,,,Normal,Bucket,Red bucket set.
1681-1,Rattle,Pre-school,Duplo,,1989,,,1,0,,,,"New: Not known, Used: Not known",,,,Normal,Box,
1898-1,Dragster,Modern day,Town,Special,1989,,,27,1,,/minifigs/inset-1898-1,,"New: $18, Used: $16",,,"Polybag, Racing, Dragster",Normal,Polybag,"Promotional release with Weetabix, UK."
1899-1,Race Car Number 1.,Modern day,Town,Racing,1989,,,24,1,,/minifigs/inset-1899-1,,"New: $34, Used: $8",,,"Polybag, Car, Racing",Normal,Polybag,"Promotional release with Weetabix, UK"
1923-1,Viking Line Ferry,Miscellaneous,Promotional,Ferries,1989,,,185,0,,,,"New: Not known, Used: $145",,,"Boat, Ferry",Normal,Box,Promotional release with Viking Line Ferries.
1952-1,Milk Truck,Modern day,Town,Special,1989,,,133,1,,/minifigs/inset-1952-1,,"New: $556, Used: $122",4.0,1review,"Truck, Trailer, Tanker, Denmark",Normal,Box,"Promotional release with MD Foods, Denmark."
1953-1,Mouse,Basic,Basic,,1989,,,14,0,,,,"New: $4, Used: Not known",,,"Polybag, Mouse",Normal,Polybag,Limited release. So far only found in New Zealand.
1973-1,Emirates Airliner,Modern day,Town,Special,1989,,,136,2,,/minifigs/inset-1973-1,,"New: Not known, Used: $68",,,"Aircraft, Airplane",Normal,Box,Promotional release with airlines including Emirates. Similar to 1774-1 
1974-1,Triple Pack,Miscellaneous,Assorted,,1989,,,159,0,,,,"New: Not known, Used: $100",,,"Helicopter, Space, Castle, Spaceship, Cart",Collection,Box,Contains 1974-2 1974-3 1974-4 
1974-2,Flyercracker USA,Modern day,Town,Flight,1989,,,74,1,,/minifigs/inset-1974-2,,"New: Not known, Used: $9",4.0,2,"Aircraft, Helicopter",Normal,Box,NA only.Included in 1974-1 Packaged with 1974-4 1974-3 
1974-3,Smuggler's Hayride,Historical,Castle,Forestmen,1989,,,49,2,,/minifigs/inset-1974-3,,"New: Not known, Used: $34",4.0,4,"Cart, Horse, Forestmen",Normal,Box,NA only.Included in 1974-1 Packaged with 1974-4 1974-2 
1974-4,Star Quest,Action/Adventure,Space,Futuron,1989,,,36,1,,/minifigs/inset-1974-4,,"New: Not known, Used: $10",4.5,2,Spaceship,Normal,Box,NA only.Included in 1974-1 Packaged with 1974-2 1974-3 
2040-1,Rock 'n' Roller,Pre-school,Duplo,Baby,1989,,,3,0,,,$10.25,"New: Not known, Used: Not known",,,,Normal,,
2066-1,Bath-Tub Buddies,Pre-school,Duplo,Baby,1989,,,2,0,,,$12.25,"New: Not known, Used: Not known",,,,Normal,,
2073-1,Baby Gift Pack,Pre-school,Duplo,Baby,1989,,,5,0,,,,"New: Not known, Used: Not known",,,,Normal,,
2074-1,Baby Bath Set,Pre-school,Duplo,Baby,1989,,,10,0,,,,"New: Not known, Used: Not known",,,,Normal,,
2424-1,Duplo Bucket,Pre-school,Duplo,,1989,,,82,2,,/minifigs/inset-2424-1,,"New: Not known, Used: Not known",,,,Normal,,
2426-1,Farm bucket,Pre-school,Duplo,Farm,1989,,,56,4,,/minifigs/inset-2426-1,,"New: Not known, Used: Not known",,,,Normal,Tub,
2430-1,{duplo box},Pre-school,Duplo,,1989,,,18,2,,/minifigs/inset-2430-1,,"New: Not known, Used: Not known",,,,Normal,,
2617-1,Tow Truck,Pre-school,Duplo,,1989,,,3,1,,/minifigs/inset-2617-1,$3.30,"New: $60, Used: $5",,,"Service Vehicle, Tow Truck",Normal,,
2643-1,Fishing Boat,Pre-school,Duplo,,1989,,,15,2,,/minifigs/inset-2643-1,$29.75,"New: Not known, Used: $34",,,,Normal,,
2650-2,Cannon Ball Clowns,Pre-school,Duplo,,1989,,,5,2,,/minifigs/inset-2650-2,,"New: Not known, Used: $15",5.0,1review,,Normal,,
2651-1,Circus Artists and Elephant,Pre-school,Duplo,,1989,,,6,3,,/minifigs/inset-2651-1,$20.25,"New: Not known, Used: $22",,,"Elephant, Circus, Clown",Normal,,
2656-1,Village Post Office,Pre-school,Duplo,,1989,,,23,3,,/minifigs/inset-2656-1,,"New: $73, Used: $34",,,"Dog, Baby, Post, Mail",Normal,,
2657-1,Service Station,Pre-school,Duplo,,1989,,,43,2,,/minifigs/inset-2657-1,$42.00,"New: $110, Used: Not known",,,Truck,Normal,,Poor quality set image - best available
2658-1,Fire Station,Pre-school,Duplo,,1989,,,57,4,,/minifigs/inset-2658-1,$60.50,"New: Not known, Used: $56",,,"Truck, Fire, Dog, Bedroom, Slide",Normal,,
3647-1,Lionel Lion's Classroom,Junior,Fabuland,,1989,,,42,3,,/minifigs/inset-3647-1,,"New: $62, Used: $39",3.0,1review,"Baseplate, School, Blackboard",Normal,,
3663-1,Merry-Go-Round,Junior,Fabuland,,1989,,,23,2,,/minifigs/inset-3663-1,,"New: $119, Used: $28",,,"Baseplate, Motorcycle, Fairground, Carousel",Normal,,
3676-1,Cathy Cat's Fun Park,Junior,Fabuland,,1989,,,43,4,,/minifigs/inset-3676-1,,"New: Not known, Used: $126",,,"Baseplate, Fairground, Slide, Swing, Playground, Carousel",Normal,,
5007-1,"Basic Motor 4.5V, Motor and Gear Housing. For use with set 810",Miscellaneous,Service Packs,,1989,,,1,0,,,,"New: Not known, Used: $17",,,Polybag,Normal,Polybag,
5037-1,Current-Carrying Bricks 9V Assorted Sizes,Miscellaneous,Service Packs,,1989,,,9,0,,,$6.00,"New: $13, Used: Not known",,,Polybag,Normal,Polybag,
5038-1,Battery Box 9V Electric System,Miscellaneous,Service Packs,,1989,,,1,0,,,$5.50,"New: $14, Used: $10",,,Polybag,Normal,Polybag,
5039-1,Monorail Stop / Reverse Switch,Miscellaneous,Service Packs,Monorail,1989,,,3,0,,,,"New: $31, Used: $9",,,Polybag,Normal,Polybag,
5040-1,Monorail Motor 9 V,Miscellaneous,Service Packs,Monorail,1989,,,1,0,,,,"New: $105, Used: $43",,,Polybag,Normal,Polybag,
5041-1,Space Track Connector Lead 9V (10 cm),Miscellaneous,Service Packs,Monorail,1989,,,1,0,,,,"New: $8, Used: $10",,,Polybag,Normal,Polybag,
5077-1,Sliding Gates and Rails,Miscellaneous,Service Packs,Trains,1989,,,6,0,,,,"New: $10, Used: $4",,,Polybag,Normal,Polybag,
5079-1,Change-Over Unit 12V,Miscellaneous,Service Packs,Trains,1989,,,1,0,,,,"New: $18, Used: Not known",,,"Polybag, Electric, 12V",Normal,Polybag,
5080-1,Remote Control for Points 12V,Miscellaneous,Service Packs,Trains,1989,,,1,0,,,,"New: $18, Used: Not known",,,"Polybag, Electric, 12V",Normal,Polybag,
5081-1,Remote Control for Signal 12V,Miscellaneous,Service Packs,Trains,1989,,,1,0,,,,"New: $31, Used: Not known",,,"Polybag, Electric, 12V",Normal,Polybag,
5082-1,Flashlight Unit 12V,Miscellaneous,Service Packs,Trains,1989,,,1,0,,,,"New: $40, Used: Not known",,,"Polybag, Electric, 12V",Normal,Polybag,
5083-1,Remote Control for Crossing 12V,Miscellaneous,Service Packs,Trains,1989,,,1,0,,,,"New: $8, Used: Not known",,,"Polybag, Electric, 12V",Normal,Polybag,
5084-1,Lighting Bricks 12V for Signals,Miscellaneous,Service Packs,Trains,1989,,,1,0,,,,"New: $14, Used: Not known",,,"Polybag, Electric, 12V",Normal,Polybag,
5085-1,Insulating Track Plus Socket 12V (Isolating Rail),Miscellaneous,Service Packs,Trains,1989,,,1,0,,,,"New: $15 , Used: Not known",,,"Polybag, Electric, 12V",Normal,Polybag,
5095-1,Duplo Fences,Miscellaneous,Service Packs,Duplo,1989,,,5,0,,,,"New: $3, Used: Not known",,,Polybag,Normal,Polybag,
5096-1,Duplo Millstone and Millwing,Miscellaneous,Service Packs,Duplo,1989,,,2,0,,,,"New: Not known, Used: Not known",,,Polybag,Normal,Polybag,
5107-1,Pneumatic Pump Cylinder 48 mm,Miscellaneous,Service Packs,Technic,1989,,,1,0,/inventories/5107-1,,$3.25,"New: $9, Used: $7",,,"Polybag, Pneumatic",Normal,Polybag,Included in 5110-2 
5108-1,Double-Acting Pneumatic Piston Cylinder 48 mm,Miscellaneous,Service Packs,Technic,1989,,,1,0,,,$3.00,"New: $10, Used: $6",,,"Polybag, Pneumatic",Normal,Polybag,Included in 5110-2 
5109-1,Pneumatic Tubing and T-Junctions,Miscellaneous,Service Packs,Technic,1989,,,6,0,/inventories/5109-1,,$3.25,"New: $13, Used: Not known",,,"Polybag, Pneumatic",Normal,Polybag,Included in 5110-2 
5182-1,Hinges and Couplings,Miscellaneous,Service Packs,,1989,,,15,0,,,,"New: $8, Used: Not known",,,Polybag,Normal,Polybag,
5183-1,Hinges and Tilting Bearings,Miscellaneous,Service Packs,,1989,,,30,0,,,,"New: $11, Used: Not known",,,Polybag,Normal,Polybag,
5184-1,Castle Elements,Miscellaneous,Service Packs,Castle,1989,,,34,0,,,$3.25,"New: $44, Used: Not known",,,Polybag,Normal,Polybag,
5186-1,Low Fences,Miscellaneous,Service Packs,,1989,,,10,0,,,,"New: $8, Used: Not known",,,Polybag,Normal,Polybag,
5187-1,"Bricks with Groove, Garage Panels",Miscellaneous,Service Packs,,1989,,,26,0,,,,"New: $13, Used: Not known",,,Polybag,Normal,Polybag,
5188-1,"Seats, Steering Wheels and Windscreens",Miscellaneous,Service Packs,,1989,,,10,0,,,,"New: $4, Used: Not known",,,Polybag,Normal,Polybag,
5189-1,Ladders / Stairs,Miscellaneous,Service Packs,,1989,,,16,0,,,,"New: $8, Used: Not known",,,Polybag,Normal,Polybag,
5190-1,Seats and Windscreens,Miscellaneous,Service Packs,,1989,,,7,0,,,,"New: $11, Used: Not known",,,Polybag,Normal,Polybag,
5192-1,Cypress Trees,Miscellaneous,Service Packs,Town,1989,,,2,0,,,,"New: $123, Used: Not known",4.0,1review,Polybag,Normal,Polybag,
5193-1,Sloping Frames,Miscellaneous,Service Packs,,1989,,,6,0,,,,"New: $3, Used: Not known",,,Polybag,Normal,Polybag,
5194-1,Forklift Truck and Hinge Plates,Miscellaneous,Service Packs,,1989,,,3,0,,,,"New: $11, Used: $5",,,"Polybag, Forklift",Normal,Polybag,
5195-1,Assorted Arches,Miscellaneous,Service Packs,,1989,,,6,0,,,,"New: $2, Used: Not known",5.0,1review,Polybag,Normal,Polybag,
5196-1,"Crane, Crane Hooks and Ladders",Miscellaneous,Service Packs,Town,1989,,,5,0,,,,"New: $15, Used: Not known",,,Polybag,Normal,Polybag,
5197-1,"Lamp Holders, Tool Holder Plates",Miscellaneous,Service Packs,,1989,,,24,0,,,,"New: $4, Used: Not known",,,Polybag,Normal,Polybag,
5198-1,"Small Plates, Disks and Cones",Miscellaneous,Service Packs,,1989,,,56,0,,,,"New: $11, Used: Not known",,,Polybag,Normal,Polybag,
5251-1,Shock Absorbers Small,Miscellaneous,Service Packs,Technic,1989,,,4,0,,,$5.25,"New: $7, Used: Not known",,,Polybag,Normal,Polybag,
5253-1,"Cross Axles Sizes 2, 3, 4 and 6",Miscellaneous,Service Packs,Technic,1989,,,12,0,,,,"New: $2, Used: Not known",,,Polybag,Normal,Polybag,
5254-1,"Cross Axles Sizes 8, 10 and 12",Miscellaneous,Service Packs,Technic,1989,,,9,0,,,,"New: Not known, Used: Not known",,,Polybag,Normal,Polybag,
5256-1,Suspension Pack,Miscellaneous,Service Packs,Technic,1989,,,12,0,,,,"New: $20, Used: $3",,,Polybag,Normal,Polybag,
5264-1,Rotors and Bush / Cross Axles,Miscellaneous,Service Packs,Technic,1989,,,24,0,,,,"New: $4, Used: Not known",,,Polybag,Normal,Polybag,
5265-1,Wheels with 43 and 24 mm Tyres,Miscellaneous,Service Packs,,1989,,,16,0,,,$4.00,"New: $11, Used: Not known",,,Polybag,Normal,Polybag,
5266-1,"Gear Racks, Gear Wheels and Pulley Wheels",Miscellaneous,Service Packs,Technic,1989,,,22,0,,,,"New: $17, Used: Not known",,,Polybag,Normal,Polybag,
6060-1,Knight's Challenge,Historical,Castle,Lion Knights,1989,,,168,8,,/minifigs/inset-6060-1,$22.00,"New: $280, Used: $120",4.0,3,"Baseplate, Horse, Crusaders, Tent, Tournaments",Normal,Box,Limited release. Same as 1584-1 
6077-2,Forestmen's River Fortress,Historical,Castle,Forestmen,1989,,,357,6,,/minifigs/inset-6077-2,$37.50,"New: $400, Used: $144",4.6,9,"Baseplate, Castle, Forest, Raft, Crusaders, Forestmen",Normal,Box,
6200-1,Double Pack,Historical,Pirates,Bonus/Value Pack,1989,,,45,0,,,,"New: Not known, Used: Not known",,,Monkey,Collection,,Contains 6235-1 6245-1 
6235-1,Buried Treasure,Historical,Pirates,,1989,,,20,1,,/minifigs/inset-6235-1,$3.25,"New: $51, Used: $7",4.2,14,Monkey,Normal,Box,Included in 6200-1 
6245-1,Harbour Sentry,Historical,Pirates,Imperial Guards,1989,,,25,1,,/minifigs/inset-6245-1,$4.25,"New: $90, Used: $6",4.0,22,Lieutenant de Martinet,Normal,Box,Included in 6200-1 
