set_no,name,theme_group,theme,subtheme,year,dimensions,weight,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
8211-1,Brick Street Getaway,Racing,Racers,Tiny Turbos,2010,48 x 28.2 x 7.4 cm (18.9 x 11.1 x 2.9 in),1.03Kg (2.27 lb),552,0,/inventories/8211-1,,"£29.99, $39.99","New: $41, Used: $47",,,"Police, Microscale, Camera, 4X4, Bank, Safe, Slammer",Normal,Box,
8214-1,Lamborghini Polizia,Racing,Racers,Lamborghini,2010,,,801,0,/inventories/8214-1,,"£49.99, $59.99","New: $222, Used: $92",4.7,3,"Police, Italy",Normal,Box,
8403-1,City House,Modern day,City,General,2010,,,383,3,/inventories/8403-1,/minifigs/inset-8403-1,"£29.99, $39.99","New: $78, Used: $39",4.5,10,"House, Baseplate, Dog, Lamppost, Kitchen, Bbq, Tv, Bedroom, Skating, Hotdog",Normal,Box,An exclusive release set in many countries and not shown in the general consumer catalogue; also available from LEGO Shop At Home. 
8404-1,Public Transport Station,Modern day,City,Traffic,2010,,,864,6,/inventories/8404-1,/minifigs/inset-8404-1,"£81.99, $99.99","New: $182, Used: $105",4.6,11,"Truck, Car, Shop, Convertible, Bicycle, Bus, Tram, Coach",Normal,Box,An exclusive release set in many countries and not shown in the general consumer catalogue; also available from LEGO Shop At Home. 
8409-1,Spidermonkey,Constraction,Ben 10: Alien Force,,2010,19.1 x 26.2 x 6.1 cm (7.5 x 10.3 x 2.4 in),0.23Kg (0.51 lb),21,0,/inventories/8409-1,,"£12.99, $14.99","New: $31, Used: $9",4.0,2,"Cartoon, Spider, Monkey",Normal,,
8410-1,Swampfire,Constraction,Ben 10: Alien Force,,2010,19.1 x 26.2 x 6.1 cm (7.5 x 10.3 x 2.4 in),0.21Kg (0.46 lb),22,0,/inventories/8410-1,,"£12.99, $14.99","New: $31, Used: $14",2.7,3,Cartoon,Normal,,
8411-1,ChromaStone,Constraction,Ben 10: Alien Force,,2010,19.1 x 26.2 x 6.1 cm (7.5 x 10.3 x 2.4 in),0.2Kg (0.44 lb),21,0,/inventories/8411-1,,"£12.99, $14.99","New: $28, Used: $11",4.3,4,Cartoon,Normal,,
8517-1,Humungousaur,Constraction,Ben 10: Alien Force,,2010,19.1 x 26.2 x 6.1 cm (7.5 x 10.3 x 2.4 in),0.21Kg (0.46 lb),14,0,/inventories/8517-1,,"£12.99, $14.99","New: $38, Used: $7",2.8,4,Cartoon,Normal,,
8518-1,Jet Ray,Constraction,Ben 10: Alien Force,,2010,19.1 x 26.2 x 6.1 cm (7.5 x 10.3 x 2.4 in),0.21Kg (0.46 lb),16,0,/inventories/8518-1,,"£12.99, $14.99","New: $30, Used: $9",3.0,2,Cartoon,Normal,,
8519-1,Big Chill,Constraction,Ben 10: Alien Force,,2010,19.1 x 26.2 x 6.1 cm (7.5 x 10.3 x 2.4 in),0.22Kg (0.48 lb),20,0,/inventories/8519-1,,"£12.99, $14.99","New: $31, Used: $19",3.3,3,Cartoon,Normal,,
8683-0,LEGO Minifigures Series 1 {Random bag},Miscellaneous,Collectable Minifigures,Series 01,2010,,,,0,,,"£1.99, $1.99","New: Not known, Used: Not known",4.9,8,,Random,,Might contain 8683-1 8683-2 8683-3 8683-4 8683-5 8683-6 8683-7 8683-8 8683-9 8683-10 8683-11 8683-12 8683-13 8683-14 8683-15 8683-16 
8683-1,Tribal Hunter,Miscellaneous,Collectable Minifigures,Series 01,2010,,,9,1,,/minifigs/inset-8683-1,"£1.99, $1.99","New: $82, Used: $209",4.3,11,Historic,Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-2,Cheerleader,Miscellaneous,Collectable Minifigures,Series 01,2010,,,7,1,,/minifigs/inset-8683-2,"£1.99, $1.99","New: $269, Used: $184",4.4,7,"Female, Sports",Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-3,Caveman,Miscellaneous,Collectable Minifigures,Series 01,2010,,,6,1,,/minifigs/inset-8683-3,"£1.99, $1.99","New: Not known, Used: Not known",4.4,10,"Historic, Prehistoric",Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-4,Circus Clown,Miscellaneous,Collectable Minifigures,Series 01,2010,,,6,1,,/minifigs/inset-8683-4,"£1.99, $1.99","New: Not known, Used: Not known",3.9,13,"Circus, Clown",Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-5,Zombie,Miscellaneous,Collectable Minifigures,Series 01,2010,,,6,1,,/minifigs/inset-8683-5,"£1.99, $1.99","New: Not known, Used: Not known",4.1,11,Spooky,Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-6,Skater,Miscellaneous,Collectable Minifigures,Series 01,2010,,,8,1,,/minifigs/inset-8683-6,"£1.99, $1.99","New: Not known, Used: Not known",3.4,5,"City, Skating",Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-7,Robot,Miscellaneous,Collectable Minifigures,Series 01,2010,,,6,1,,/minifigs/inset-8683-7,"£1.99, $1.99","New: Not known, Used: Not known",4.8,11,Robot,Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-8,Demolition Dummy,Miscellaneous,Collectable Minifigures,Series 01,2010,,,6,1,,/minifigs/inset-8683-8,"£1.99, $1.99","New: Not known, Used: Not known",3.3,12,Lego Tower,Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-9,Magician,Miscellaneous,Collectable Minifigures,Series 01,2010,,,6,1,,/minifigs/inset-8683-9,"£1.99, $1.99","New: Not known, Used: Not known",4.0,9,"Magic, Circus",Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-10,Super Wrestler,Miscellaneous,Collectable Minifigures,Series 01,2010,,,5,1,,/minifigs/inset-8683-10,"£1.99, $1.99","New: Not known, Used: Not known",4.0,4,Sports,Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-11,Nurse,Miscellaneous,Collectable Minifigures,Series 01,2010,,,8,1,,/minifigs/inset-8683-11,"£1.99, $1.99","New: Not known, Used: Not known",4.3,11,"Female, Hospital, City, Medical",Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-12,Ninja,Miscellaneous,Collectable Minifigures,Series 01,2010,,,7,1,,/minifigs/inset-8683-12,"£1.99, $1.99","New: Not known, Used: Not known",4.3,13,"Japan, Historic, Asia",Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-13,Spaceman,Miscellaneous,Collectable Minifigures,Series 01,2010,,,9,1,,/minifigs/inset-8683-13,"£1.99, $1.99","New: Not known, Used: Not known",4.8,14,Space,Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-14,Forestman,Miscellaneous,Collectable Minifigures,Series 01,2010,,,9,1,,/minifigs/inset-8683-14,"£1.99, $1.99","New: Not known, Used: Not known",4.4,7,"Forest, Historic, Forestmen",Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-15,Deep Sea Diver,Miscellaneous,Collectable Minifigures,Series 01,2010,,,9,1,,/minifigs/inset-8683-15,"£1.99, $1.99","New: Not known, Used: Not known",4.4,7,City,Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-16,Cowboy,Miscellaneous,Collectable Minifigures,Series 01,2010,8.8 x 1 x 11.7 cm (3.5 x 0.4 x 4.6 in),0.01Kg (0.02 lb),8,1,,/minifigs/inset-8683-16,"£1.99, $1.99","New: Not known, Used: Not known",3.9,9,Historic,Normal,Foil pack,Included in 8683-17 Might be in 8683-0 
8683-17,LEGO Minifigures Series 1 - Complete,Miscellaneous,Collectable Minifigures,Series 01,2010,,,115,16,,/minifigs/inset-8683-17,£31.84,"New: Not known, Used: Not known",,,,Collection,Foil pack,Contains 8683-1 8683-2 8683-3 8683-4 8683-5 8683-6 8683-7 8683-8 8683-9 8683-10 8683-11 8683-12 8683-13 8683-14 8683-15 8683-16 
8683-18,LEGO Minifigures Series 1 - Sealed Box,Miscellaneous,Collectable Minifigures,Series 01,2010,,,60,0,,,£119.40,"New: Not known, Used: Not known",,,Collection Box,Collection,Box,
8684-0,LEGO Minifigures Series 2 {Random bag},Miscellaneous,Collectable Minifigures,Series 02,2010,,,,0,,,"£1.99, $1.99","New: Not known, Used: Not known",5.0,4,,Random,,Might contain 8684-1 8684-2 8684-3 8684-4 8684-5 8684-6 8684-7 8684-8 8684-9 8684-10 8684-11 8684-12 8684-13 8684-14 8684-15 8684-16 
8684-1,Mariachi,Miscellaneous,Collectable Minifigures,Series 02,2010,,,9,1,,/minifigs/inset-8684-1,"£1.99, $1.99","New: $6, Used: $122",4.7,13,"Musical, Mexico",Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-2,Spartan Warrior,Miscellaneous,Collectable Minifigures,Series 02,2010,,,8,1,,/minifigs/inset-8684-2,"£1.99, $1.99","New: $154, Used: $112",4.8,19,Historic,Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-3,Ringmaster,Miscellaneous,Collectable Minifigures,Series 02,2010,,,6,1,,/minifigs/inset-8684-3,"£1.99, $1.99","New: Not known, Used: Not known",3.8,5,Circus,Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-4,Witch,Miscellaneous,Collectable Minifigures,Series 02,2010,,,6,1,,/minifigs/inset-8684-4,"£1.99, $1.99","New: Not known, Used: Not known",4.2,12,"Female, Spooky, Magic, Villain",Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-5,Vampire,Miscellaneous,Collectable Minifigures,Series 02,2010,,,7,1,,/minifigs/inset-8684-5,"£1.99, $1.99","New: Not known, Used: Not known",4.8,14,"Spooky, Bat, Villain",Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-6,Traffic Cop,Miscellaneous,Collectable Minifigures,Series 02,2010,,,8,1,,/minifigs/inset-8684-6,"£1.99, $1.99","New: Not known, Used: Not known",4.4,9,"Police, City",Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-7,Explorer,Miscellaneous,Collectable Minifigures,Series 02,2010,,,8,1,,/minifigs/inset-8684-7,"£1.99, $1.99","New: Not known, Used: Not known",4.8,4,Historic,Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-8,Life Guard,Miscellaneous,Collectable Minifigures,Series 02,2010,,,6,1,,/minifigs/inset-8684-8,"£1.99, $1.99","New: Not known, Used: Not known",4.0,5,"Female, Beach, Lifeguard",Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-9,Mime,Miscellaneous,Collectable Minifigures,Series 02,2010,,,7,1,,/minifigs/inset-8684-9,"£1.99, $1.99","New: Not known, Used: Not known",4.6,8,Circus,Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-10,Weightlifter,Miscellaneous,Collectable Minifigures,Series 02,2010,,,8,1,,/minifigs/inset-8684-10,"£1.99, $1.99","New: Not known, Used: Not known",3.9,9,Sports,Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-11,Pop Star,Miscellaneous,Collectable Minifigures,Series 02,2010,,,7,1,,/minifigs/inset-8684-11,"£1.99, $1.99","New: Not known, Used: Not known",4.4,7,"Female, Musical",Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-12,Skier,Miscellaneous,Collectable Minifigures,Series 02,2010,,,10,1,,/minifigs/inset-8684-12,"£1.99, $1.99","New: Not known, Used: Not known",5.0,5,Sports,Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-13,Disco Dude,Miscellaneous,Collectable Minifigures,Series 02,2010,,,6,1,,/minifigs/inset-8684-13,"£1.99, $1.99","New: Not known, Used: Not known",4.5,10,Musical,Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-14,Karate Master,Miscellaneous,Collectable Minifigures,Series 02,2010,,,7,1,,/minifigs/inset-8684-14,"£1.99, $1.99","New: Not known, Used: Not known",4.0,8,"Sports, Nanofig, Asia",Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-15,Surfer,Miscellaneous,Collectable Minifigures,Series 02,2010,,,6,1,,/minifigs/inset-8684-15,"£1.99, $1.99","New: Not known, Used: Not known",3.6,7,"Beach, Surfing",Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-16,Pharaoh,Miscellaneous,Collectable Minifigures,Series 02,2010,8.8 x 1 x 11.7 cm (3.5 x 0.4 x 4.6 in),0.01Kg (0.02 lb),6,1,,/minifigs/inset-8684-16,"£1.99, $1.99","New: Not known, Used: Not known",4.8,8,"Egypt, Royal, Historic",Normal,Foil pack,Included in 8684-17 Might be in 8684-0 
8684-17,LEGO Minifigures Series 2 - Complete,Miscellaneous,Collectable Minifigures,Series 02,2010,,,115,16,,/minifigs/inset-8684-17,£31.84,"New: Not known, Used: Not known",,,,Collection,Foil pack,Contains 8684-1 8684-2 8684-3 8684-4 8684-5 8684-6 8684-7 8684-8 8684-9 8684-10 8684-11 8684-12 8684-13 8684-14 8684-15 8684-16 
8684-18,LEGO Minifigures Series 2 - Sealed Box,Miscellaneous,Collectable Minifigures,Series 02,2010,,,60,0,,,£119.40,"New: Not known, Used: Not known",,,Collection Box,Collection,Box,
8863-1,Blizzard's Peak,Racing,World Racers,,2010,48 x 37.8 x 7.1 cm (18.9 x 14.9 x 2.8 in),0.99Kg (2.18 lb),504,6,/inventories/8863-1,/minifigs/inset-8863-1,"£49.99, $59.99","New: $41, Used: $18",4.5,2,"Aircraft, Helicopter, Racing, Snowmobile",Normal,Box,
8864-1,Desert of Destruction,Racing,World Racers,,2010,58.2 x 37.8 x 8.7 cm (22.9 x 14.9 x 3.4 in),1.76Kg (3.88 lb),961,8,/inventories/8864-1,/minifigs/inset-8864-1,"£76.99, $89.99","New: $74, Used: $42",4.7,3,"Truck, Crane, Trailer, Racing, 4X4, Desert",Normal,Box,
8896-1,Snake Canyon,Racing,World Racers,,2010,19.1 x 14.1 x 6.1 cm (7.5 x 5.6 x 2.4 in),0.1Kg (0.22 lb),57,2,/inventories/8896-1,/minifigs/inset-8896-1,"£8.49, $9.99","New: $16, Used: $5",3.8,11,"Motorcycle, Racing, Snake, Sidecar",Normal,Box,
8897-1,Jagged Jaws Reef,Racing,World Racers,,2010,28.2 x 26.2 x 6.4 cm (11.1 x 10.3 x 2.5 in),0.38Kg (0.84 lb),191,2,/inventories/8897-1,/minifigs/inset-8897-1,"£18.99, $19.99","New: $17, Used: $4",4.0,5,"Boat, Racing, Speedboat, Shark, Fish",Normal,Box,
8898-1,Wreckage Road,Racing,World Racers,,2010,38.2 x 26.2 x 7.1 cm (15 x 10.3 x 2.8 in),0.56Kg (1.23 lb),288,4,/inventories/8898-1,/minifigs/inset-8898-1,"£25.99, $29.99","New: $34, Used: $15",4.0,4,Racing,Normal,Box,This set was modified in 2011 to reduce the power with which the red car would shoot projectiles. The piece count was therefore changed from 292 to 288 and the North American Item ID changed from 4568016 to 4617606.
8899-1,Gator Swamp,Racing,World Racers,,2010,48 x 28.2 x 7.4 cm (18.9 x 11.1 x 2.9 in),0.66Kg (1.45 lb),354,5,/inventories/8899-1,/minifigs/inset-8899-1,"£35.99, $39.99","New: $23, Used: $18",2.0,1review,"Crane, Racing, Catapult, Airboat, Swamp",Normal,Box,
9091-1,Playhouse Set,Educational,Education,,2010,,,125,0,/inventories/9091-1,,,"New: Not known, Used: Not known",,,"House, Dog, Kitchen, Bedroom, Bathroom, Swing",Normal,,
9207-1,Community Vehicles Set,Educational,Education,,2010,,,,7,,/minifigs/inset-9207-1,,"New: $93, Used: Not known",,,,Normal,,
9217-1,Farm Set,Educational,Education,,2010,,,,4,,/minifigs/inset-9217-1,,"New: $152, Used: Not known",,,"House, Trailer, Tractor, Cat, Horse, Farm, Pig, Sheep, Duplo, Chicken, Cow, Foal",Normal,,
9311-1,City Buildings Set,Educational,Education,,2010,,,822,9,/inventories/9311-1,/minifigs/inset-9311-1,,"New: $108, Used: Not known",4.5,2,"House, Shop, Restaurant, Skating",Normal,,
9314-1,Rescue Services Set,Educational,Education,,2010,,,1490,0,/inventories/9314-1,,$149.95,"New: Not known, Used: Not known",,,,Normal,,
9333-1,Vehicles Set,Educational,Education,,2010,,1.22Kg (2.69 lb),934,0,/inventories/9333-1,,,"New: $100, Used: Not known",4.0,1review,"Truck, Motorcycle, Car, Trailer, Bicycle, Bus, Post, Mail",Normal,,
9334-1,Animals Set,Educational,Education,,2010,,,,0,,,,"New: $106, Used: Not known",,,"Trailer, Tractor, Horse, Farm, Bird, Chicken",Normal,,
9335-1,Space & Airport Set,Educational,Education,,2010,,2.42Kg (5.33 lb),1189,0,/inventories/9335-1,,,"New: $116, Used: Not known",,,"Aircraft, Helicopter, Space, Airport, Rocket, Science, Satellite",Normal,,
9384-1,Bricks Set,Educational,Education,,2010,,1.45Kg (3.19 lb),884,0,/inventories/9384-1,,,"New: $90, Used: Not known",,,,Normal,,
9385-1,Sceneries Set,Educational,Education,,2010,,,1207,0,/inventories/9385-1,,,"New: $88, Used: Not known",,,"Aircraft, House, Dragon, Castle, Spider, Snake, Horse, Magic, Kitchen, Furniture, Garden, Turkey, Mushroom, Furnace, Princess",Normal,,
9386-1,"Doors, Windows",Educational,Education,,2010,,0.6Kg (1.32 lb),278,0,/inventories/9386-1,,,"New: $37, Used: Not known",,,,Normal,,
9667-1,LEGO Solar Panel,Educational,Education,Mindstorms,2010,,0.08Kg (0.18 lb),1,0,/inventories/9667-1,,,"New: $41, Used: Not known",,,Electric,Normal,,
9668-1,Energy Display,Educational,Education,Mindstorms,2010,,0.09Kg (0.2 lb),1,0,/inventories/9668-1,,,"New: $45, Used: Not known",,,Electric,Normal,,
9669-1,Energy Storage,Educational,Education,Mindstorms,2010,,0.05Kg (0.11 lb),1,0,/inventories/9669-1,,$16.95,"New: $17, Used: Not known",,,Electric,Normal,,"US$ price represents the price at release in 2010. As of March 2018, the price is $31.95 (and the color has changed to Medium Stone Grey)"
9670-1,E-Motor,Educational,Education,Mindstorms,2010,,0.05Kg (0.11 lb),1,0,,,$16.95,"New: $24, Used: $10",,,Electric,Normal,,"U.S. price was price at release in 2010. As of 2018.03, the price was $26.95"
9688-1,Renewable Energy Add-On Set,Educational,Education,,2010,,0.98Kg (2.16 lb),12,0,/inventories/9688-1,,$99.95,"New: $115, Used: $120",,,Electric,Normal,,
9693-1,NXT DC Rechargeable Battery,Educational,Education,,2010,,0.14Kg (0.31 lb),1,0,/inventories/9693-1,,"£59.99, $79.99, 69.99€","New: $64, Used: $46",,,Electric,Normal,,
9694-1,Colour Sensor,Educational,Education,,2010,,0.06Kg (0.13 lb),1,0,/inventories/9694-1,,"£21.99, $39.99, 25.99€","New: $37, Used: $21",,,Electric,Normal,,
9695-1,LEGO Mindstorms Education Resource Set,Educational,Education,Mindstorms,2010,,1.99Kg (4.38 lb),817,0,/inventories/9695-1,,$99.95,"New: $113, Used: $123",,,,Normal,,
9696-1,FIRST LEGO League Challenge 2010 - Body Forward v46,Educational,Education,FIRST LEGO League,2010,,,,0,,,,"New: $160, Used: $80",,,,Normal,,
10155-1,Maersk Line Container Ship,Model making,Creator Expert,Maersk,2010,,,990,0,/inventories/10155-1,,"£102.99, $119.99","New: $210, Used: $156",4.3,3,"D2c, Microscale, Ship, Maersk",Normal,Box,"Promotional release with Maersk Line, Denmark.Re-released version of 10152-1 "
10210-1,Imperial Flagship,Model making,Creator Expert,,2010,,,1664,9,/inventories/10210-1,/minifigs/inset-10210-1,"£142.99, $179.99","New: $660, Used: $513",4.8,16,"Captain Brickbeard, D2c, Ship, Shark, Galleon, Kitchen, Rat, Sawfish",Normal,Box,
10211-1,Grand Emporium,Model making,Creator Expert,Modular Buildings,2010,,,2182,7,/inventories/10211-1,/minifigs/inset-10211-1,"£132.99, $149.99","New: $288, Used: $243",4.8,22,"D2c, House, Baseplate, Microscale, Shop, Lamppost",Normal,Box,Connects with 10182-1 10185-1 10190-1 10232-1 
10212-1,Imperial Shuttle,Licensed,Star Wars,Ultimate Collector Series,2010,,,2503,5,/inventories/10212-1,/minifigs/inset-10212-1,"£245.99, $259.99","New: $587, Used: $455",5.0,17,"Darth Vader, Imperial Officer, Luke Skywalker, Stormtrooper, D2c",Normal,Box,
10213-1,Shuttle Adventure,Model making,Creator Expert,Space,2010,,,1204,3,/inventories/10213-1,/minifigs/inset-10213-1,"£81.99, $99.99","New: $333, Used: $241",4.9,9,"D2c, Baseplate, Space, USA, Satellite",Normal,Box,Replaced by 10231-1 
10214-1,Tower Bridge,Model making,Creator Expert,Buildings,2010,,4.35Kg (9.58 lb),4287,0,/inventories/10214-1,,"£219.99, $239.99, 219.99€","New: $201, Used: $158",4.7,12,"D2c, Baseplate, Microscale, Bus, Taxi, London, Drawbridge, Routemaster",Normal,Box,
10215-1,Obi-Wan's Jedi Starfighter,Licensed,Star Wars,Ultimate Collector Series,2010,,,676,0,/inventories/10215-1,,"£94.99, $99.99","New: $187, Used: $143",3.6,5,"D2c, Starfighter, Droid, Jedi",Normal,Box,
10216-1,Winter Village Bakery,Model making,Creator Expert,Winter Village,2010,,,687,7,/inventories/10216-1,/minifigs/inset-10216-1,"£50.99, $54.99","New: $219, Used: $172",4.5,11,"D2c, Christmas, Shop, Camera, Restaurant, Horse, Lamppost, Carriage, Owl, Skating",Normal,Box,
20013-1,Neptune Microsub,Action/Adventure,Atlantis,,2010,,,63,0,/inventories/20013-1,,,"New: $9, Used: $3",4.1,7,"Polybag, Microscale, Submarine, Brickmaster",Normal,Polybag,[US] BrickMaster exclusive. Was also available as a Best of BrickMaster 2010 Book sold from [email protected] in the US.
20014-1,4x4 Dynamo,Model making,Creator,,2010,,,69,0,/inventories/20014-1,,,"New: $7, Used: $6",4.0,2,"Polybag, Brickmaster",Normal,Polybag,[US] BrickMaster exclusive. Was also available as a Best of BrickMaster 2010 Book sold from [email protected] in the US.
20015-1,Crocodile,Model making,Creator,,2010,,,89,0,/inventories/20015-1,,,"New: $15, Used: $6",4.3,3,"Polybag, Crocodile, Brickmaster",Normal,Polybag,[US] BrickMaster exclusive. Was also available as a Best of BrickMaster 2010 Book sold from [email protected] in the US.
20016-1,Imperial Shuttle,Licensed,Star Wars,Mini Building Set,2010,,,70,0,/inventories/20016-1,,,"New: $10, Used: $8",3.5,2,"Polybag, Microscale, Brickmaster",Normal,Polybag,[US] BrickMaster exclusive. Was also available as a Best of BrickMaster 2010 Book sold from [email protected] in the US.
20017-1,BrickMaster - Prince of Persia,Licensed,Prince of Persia,,2010,,,52,1,/inventories/20017-1,/minifigs/inset-20017-1,,"New: $7, Used: $4",4.0,1review,"Dastan, Polybag, Disney, Snake, Brickmaster, Asia",Normal,Polybag,[US] BrickMaster exclusive. Was also available as a Best of BrickMaster 2010 Book sold from [email protected] in the US.
20018-1,AT-AT Walker,Licensed,Star Wars,Episode V,2010,,,83,0,/inventories/20018-1,,,"New: $32, Used: $17",4.0,1review,"Polybag, Microscale, Walker, Hoth, Brickmaster",Normal,Polybag,[US] BrickMaster exclusive. Was also available as a Best of BrickMaster 2010 Book sold from [email protected] in the US.
21006-1,The White House,Model making,Architecture,Landmark Series,2010,,0.7Kg (1.54 lb),560,0,/inventories/21006-1,,"£39.99, $49.99, 54.99€","New: $104, Used: $47",4.2,5,"Microscale, USA, Neoclassical",Normal,Box,
21100-1,Shinkai 6500 Submarine,Miscellaneous,Ideas,Licensed,2010,,,412,0,/inventories/21100-1,,,"New: $540, Used: $211",4.0,1review,"Submarine, Cuusoo",Normal,Box,"Exclusive to Japan. Theme labelled as CUUSOO. Based on project ""Shinkai"" by user 'at_guy'."
30010-1,Fire Chief,Modern day,City,Fire,2010,,,31,1,/inventories/30010-1,/minifigs/inset-30010-1,$2.99,"New: $3, Used: $2",4.3,4,"Polybag, Fire",Normal,Polybag,"[UK] Given away with The Daily Mirror October/November 2010 promotion.[UK] Free with The Sun newspaper on Friday 25 May 2010.[DE] TOTAL Gas Station Promo Germany December 2010.[US] Sold at Target and Five Below stores.[BE] Promotion with newspaper ""Het Laatste Nieuws"" starting 15 September 2012.[NL] Promotion with Gamma stores, October 2012."
30011-1,Police Dinghy,Modern day,City,Police,2010,,,16,1,/inventories/30011-1,/minifigs/inset-30011-1,,"New: $5, Used: $3",3.5,4,"Polybag, Police, Dinghy",Normal,Polybag,[UK] Given away with The Daily Mirror October/November 2010 promotion.
30012-1,Microlight,Modern day,City,Airport,2010,,,34,1,/inventories/30012-1,/minifigs/inset-30012-1,$3.99,"New: $4, Used: $3",4.8,4,"Polybag, Aircraft, Airplane, Microlight",Normal,Polybag,"[UK] Given away with The Daily Mirror October/November 2010 promotion.[US] Given away with a $75.00 qualifying purchase at LEGO Brand stores during September 2011. Also sold at Five Below stores for $3.99.[BE/NL] Available free as part of a promotion from Kruidvat, a chain store in Belgium and the Netherlands during November 2011."
30013-1,Police Buggy,Modern day,City,Police,2010,,,34,1,/inventories/30013-1,/minifigs/inset-30013-1,$3.99,"New: $4, Used: $2",3.3,4,"Polybag, Police",Normal,Polybag,"[US] Available at Target for $3.99.[UK] Given away with The Daily Mirror October/November 2010 promotion.[BE/NL] Available free as part of a promotion from Kruidvat, a chain store in Belgium and the Netherlands during November 2011.[DE] Part of a Birthday Club promotion at Vedes."
30020-1,Jet,Model making,Creator,,2010,,,47,0,/inventories/30020-1,,,"New: $2, Used: $0",,,"Polybag, Aircraft, Microscale",Normal,Polybag,[NL] Available at Gamma stores in the Netherlands with a 50 Euro purchase during October 2011. Also sold separately.
30021-1,Parrot,Model making,Creator,,2010,,,51,0,/inventories/30021-1,,,"New: $6, Used: $3",4.8,4,"Polybag, Bird, Parrot",Normal,Polybag,[UK] Given away with The Daily Mirror October/November 2010 promotion.[NL] Available at Gamma stores in the Netherlands with a 50 Euro purchase during October 2011. Also sold separately.Re-released with bar code 5702014726406 and item number 4600372.
30030-1,Rally Raider,Racing,Racers,Tiny Turbos,2010,,,31,0,/inventories/30030-1,,,"New: $4, Used: $2",,,"Polybag, Microscale",Normal,Polybag,[UK] Given away with The Daily Mirror March 2010 promotion.
30031-1,World Race Powerboat,Racing,World Racers,,2010,,,27,1,/inventories/30031-1,/minifigs/inset-30031-1,$3.99,"New: $9, Used: $2",3.5,2,"Polybag, Racing, Speedboat",Normal,Polybag,[US] Target exclusive.
30032-1,World Race Buggy,Racing,World Racers,,2010,,,35,1,/inventories/30032-1,/minifigs/inset-30032-1,$3.99,"New: $7, Used: $2",4.0,2,"Polybag, Racing",Normal,Polybag,[US] Target exclusive.
30033-1,Truck,Racing,Racers,Tiny Turbos,2010,,,45,0,/inventories/30033-1,,,"New: $3, Used: $3",,,"Polybag, Truck, Microscale",Normal,Polybag,[UK] Given away with The Daily Mirror March 2010 promotion.
30034-1,Tow Truck,Racing,Racers,Tiny Turbos,2010,,,39,0,/inventories/30034-1,,,"New: $4, Used: $2",3.0,1review,"Polybag, Microscale",Normal,Polybag,[UK] Given away with The Daily Mirror March 2010 promotion.
30035-1,Off-Road Racer 2,Racing,Racers,Tiny Turbos,2010,,,33,0,/inventories/30035-1,,,"New: $3, Used: $1",3.0,1review,"Polybag, Microscale, 4X4",Normal,Polybag,[UK] Given away with The Daily Mirror March 2010 promotion.[NL] Available at Gamma stores in the Netherlands with a 50 Euro purchase during October 2011. Also sold separately.Same as 40200-1 
30040-1,Octopus,Action/Adventure,Atlantis,,2010,,,42,0,/inventories/30040-1,,$3.99,"New: $8, Used: $5",4.0,3,"Polybag, Octopus",Normal,Polybag,[US] Sold at Target for $3.99 and Five Below for $2.99.
30041-1,Piranha,Action/Adventure,Atlantis,,2010,,,49,0,/inventories/30041-1,,,"New: $6, Used: $4",3.3,4,"Polybag, Fish",Normal,Polybag,[UK] Given away with The Daily Mirror October/November 2010 promotion.
